,標題,分類,內文
699,[新聞] 台積電明除息 外資賣超7千多張,8145,"原文標題：
台積電明除息 外資賣超7千多張

原文連結：
https://ec.ltn.com.tw/article/breakingnews/4891026

發布時間：
2024/12/11 19:15

記者署名：
洪友芳

原文內容：
晶圓代工龍頭股台積電（2330）將於明天除息，這次每股配發4元現金股利，外資今擴大
賣超7277張，導致台積電股價下跌20元、收1045元，預期明天除息走勢備受矚目。

台積電這次配息為今年第二季的獲利，將於明年元月9日發放股息，持股逾73%的外資是大
贏家，將可領到股利超過760億元。不過，隨美股主要指數與台積電ADR下跌，外資今賣超
7277張，較昨賣超2213張增加，趁除息前提款變現。

台積電從2019年起改採每季配發股利，根據統計，除息21次都順利填息，其中，有16次都
在除息當天快速填息，近6次則是連續當日填息。

晶圓代工廠聯電（2303）今遭外資賣超1.49萬張，連7個交易日賣超，股價跌至43元；外
資也砍殺力積電（6770）7607張，股價跌至15.75元。


心得/評論：
台積電感覺明天又有機會快速填息，
今年營收表現亮眼，
明年預估又是繼續高速成長，
又是半導體龍頭，
AI發展缺一不可的霸主，
世界最好的公司。

"
700,[新聞] 錢進高息ETF 先看總報酬,8145,"原文標題：
錢進高息ETF 先看總報酬

原文連結：
https://money.udn.com/money/story/5618/8419704

發布時間：
2024/12/11 23:26:43

記者署名：
何佩儒

原文內容：
台股一掃11月下跌陰霾，12月以來漲勢明顯，統計11月底波段低點以來最高上漲近千點，
昨（11）日拉回修正，累計漲幅2.8%。由於逢台股配息淡季與盤勢震盪，高股息ETF遭遇
配息下降逆風，同期間僅有群益台灣精選高息（00919）漲幅勝大盤，期間漲幅2.9%。

投信法人表示，台股未來12個月現金股息殖利率預估會下調至3%以下，重視現金流規劃的
投資人，除了留意配息殖利率，更要關注含息總報酬，才能確實掌握高股息ETF的整體競
爭力。

00919目前擁有百萬投資人，也是今年受益人成長最多的台股ETF。昨天成交量8.6萬張，
11月底以來的日均量也有8.2萬張，法人推測，00919日前公布第七次預估配息0.72元維持
新高後，吸引投資人卡位，本次除息日為12月20日，參與除息最後買進日為12月19日。

群益台灣精選高息ETF基金經理人謝明志表示，投資者普遍認為，美國新當選總統川普即
將上任可能引發金融市場波動劇烈，在震盪的市況中要穩步達成財務目標，可將高息股納
入考量。由於川普政府仍把AI相關投資領域放在政見主軸中，趨勢仍對台灣電子產業有利
。對於台股後市，在AI需求及內需穩定的扶持下，台灣景氣仍在擴張軌道，目前市場預估
台灣企業獲利2025年增約16%，雙位數增長為經濟底氣，考量台灣企業獲利持續往上，無
礙中長期偏多趨勢。

凱基優選高股息30基金經理人施政廷指出，受惠AI供應鏈進入出貨潮，2025年台股企業獲
利可望再創新高，台股本益比獲得實質支撐，台股後市表現空間可期。只是今年企業獲利
年增35%，基期已墊高下，2025年企業獲利成長速度預期放緩至15%到16%，市場震盪機率
高，具備低波動選股指標的高股息ETF，相對有機會發揮抗跌能力。


心得/評論：
雖然兩位經理人說的都很偶道理，
可是兩檔ETF都輸給大盤，
而且配息都還沒填息耶，
買進這兩檔ETF的投資人，
會變成賺股息賠價差，
明年台股資金又會集中在台積電這類AI概念股上，
高股息配息縮水股價續跌會更慘吧。

"
701,[標的] AMD怎麼了？,8145,"https://i.imgur.com/LPztthC.jpeg
欸
馬的
原本以為130那邊有支撐
結果是接刀
越接越低
今天費半漲
AMD還是跌
就因為美銀下調目標價就可以一直殺嗎？
蘇媽才剛當選年度CEO
可不可以99AMD
…
有沒有人知道AMD怎麼了

"
702,[情報] 8478 東哥遊艇 11月營收1742.5萬 mom-95,8145,"1.標題：8478 東哥遊艇 113年11月營收 mom-95.87%  yoy-97.14%
2.來源：公開資訊觀測站
3.網址：https://mops.twse.com.tw/mops/web/index


民國113年11月   單位：新台幣仟元

項目    營業收入淨額
本月      17,425
去年同期          608,245
增減金額          -590,820
增減百分比        -97.14
本年累計          4,906,830
去年累計          5,700,750
增減金額          -793,920
增減百分比        -13.93
備註 / 營收變化原因說明 主係認列遊艇銷貨收入減少所致



"
703,Re: [標的] 6770力積電  又到了年底還是不懂…,8145,"※ 引述《sGuitar (桑哈醬)》之銘言：
: ※ 引述《sGuitar (桑哈醬)》之銘言：
: : 標的：6770力積電
: : 分類：討論
: : 正文：
: : 今天力積電破新低17.15元了 … QAQ
: : 已經即將進入2024年年底了，依然相信黃董

https://i.imgur.com/x8u9Vlp.jpeg

我第一年相信黃董去抽籤

也相信黃董經營績效，所以一入戶就賣掉

快要2025了，我依然相信黃董

所以不再買他家股票，懂得就懂。


"
704,[情報] 2897 王道銀行11月自結 0.04 累計 0.89,8145,"
標題：2897 王道銀行11月自結 0.04 累計 0.89

來源：公開資訊觀測站

網址：https://mops.twse.com.tw/mops/web/t146sb05

內文：

1.事實發生日:113/12/10
2.公司名稱:王道商業銀行股份有限公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.發生緣由:如主旨
6.因應措施:不適用
7.其他應敘明事項(若事件發生或決議之主體係屬公開發行以上公司，本則重大訊息同時
  符合證券交易法施行細則第7條第9款所定對股東權益或證券價格有重大影響之事項):
                                               單位:新台幣仟元
                                   11月            累計1~11月
"
705,[新聞] 中國新規「退股股東仍要背債」,8145,"原文標題：

中國新規「退股股東仍要背債」　11座城市爆發抗議

原文連結：

https://www.ftvnews.com.tw/news/detail/2024C11I11M1

發布時間：

2024/12/11 16:47

記者署名：

民視新聞／林浩博

原文內容：

中國新版「公司法」今年（2024年）7月上路，不過修訂的內容引發爭議，其中要求股東
即使退股，也可能要承擔公司未來債務，引爆不公平爭議，中國至少11座城市都有老股東
示威，表達不滿。最近社群媒體就流傳影片，顯示重慶最高法院外，有民眾聚集抗議，要
求見法院的最高層。

重慶抗議民眾：「見領導！見領導！」

中國社群媒體12月2日傳出影片，顯示民眾聚集在重慶最高法院外頭，大聲叫喊、要求見
法院高層。

影片並未說明示威原因，但正值中國「公司法」修法爭議，引爆老股東
怒火，至少11座城市都出現相關抗議。
陝西抗議老股東：「見領導！見領導！見領導！」

原來根據新版「公司法」，股東即使退股、退出投資，未來公司欠錢，還可能得要一併承
擔債務。

旅美中國法學學者李玉清（化名）：「當時他（股東）轉移了股權以後，他其實是和這個
公司沒有任何關係了，如果說你現在還讓他進行這種承擔責任，那就會成為一種無限責任
，對於這些人是非常不公平。」

中國經濟不景氣，當局不只想方設法要從人民身上割韭菜，甚至現在還修法讓人民背債。
專家警告，中國的作法違背了法治原則，部分投資人恐怕陷入債務循環，最終社會恐怕因
此更不穩定。

心得/評論：

在台灣買鹿港股票的小股東賣掉股票之後公司若倒了
會被大陸的黑衣人士追殺討債嗎哈哈哈

"
706,[情報] 7725 列特博 取得廣達普通股,8145,"1. 標題：公告本公司一年內累積取得同一有價證券達實收資本額百分之二十

2. 來源：公開資訊觀測站

3. 網址：https://mops.twse.com.tw/mops/web/t05sr01_1

4. 內文：

1.證券名稱:
(2382)廣達電腦股份有限公司普通股
2.交易日期:113/8/7~113/12/11
3.交易數量、每單位價格及交易總金額:
交易數量：395仟股；每股平均價格：新台幣259.15元；交易總金額：新台幣102,363仟元
4.處分利益（或損失）（取得有價證券者不適用）:
不適用
5.與交易標的公司之關係:
無
6.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股
比例及權利受限情形（如質押情形）:
累積持有數量：70仟股
累積持有金額：新台幣20,445仟元
累積持股比例：0.002%
權利受限情形：無
7.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列之有價證券投
資（含本次交易）占公司最近期財務報表中總資產及歸屬於母公司業主之權益之比例
暨最近期財務報表中營運資金數額:
占總資產比例：34.43%
占歸屬母公司業主之權益比例：36.27%
最近財務報表中營運資金：新台幣930,770仟元
8.取得或處分之具體目的:
財務投資
9.本次交易表示異議董事之意見:
無
10.本次交易為關係人交易:
否
11.交易相對人及其與公司之關係:
不適用
12.董事會通過日期:
不適用
13.監察人承認或審計委員會同意日期:
不適用
14.其他敘明事項:
無

"
707,Re: [請益]  [請益] 0050正2績效,8145,"軟體：EXCEL
定義：
1. 股票報酬率變動為純隨機，
2. 股價報酬率服從常態分佈。
3. 股價為股價報酬率之對數關係。

參數：
股價單日收益率：0
股價標準差：0.01
槓桿股價報酬率：2  (可自訂你要正幾，你爽就好)
指數基值：1000     (可自訂，你爽就好)
公式：
隨機股價報酬率=NORM.INV(RAND(),0,1)
隨機股價=前一期股價*EXP(股價單日收益率+股價標準差*隨機股價報酬率)
股價報酬率=ROUND((本期隨機股價-上期隨機股價)/上期隨機股價,2)
槓桿股價報酬率=股價報酬率*槓桿股價報酬率
槓桿股價=ROUND(上期股價*(1+槓桿股價報酬率),0)


如果你自己做了，那你可得到一個理論上沒有交易摩擦成本、
沒有追蹤誤差，理想上完美複製N倍報酬率的槓桿ETF在不同情境結果：

上漲
https://imgur.com/a/Rf6JgYl

下跌
https://imgur.com/a/RTpbaLt

先跌後漲
https://imgur.com/a/4rILtDP

盤整
https://imgur.com/a/158C2zG
https://imgur.com/a/RkV43Zk

那你知道哪張圖才是未來嗎？你不會知道。
對策：自己算要投多少錢變成賭場籌碼，所以你最大曝險幾%會套多少。
我講完了，如果你看懂的話你也不用買啥槓桿ETF投資法了，恭喜你省下書錢。

"
708,[情報] 1457 宜進 取得廣達普通股,8145,"1. 標題：公告本公司及子公司一年內累積取得有價證券達三億元

2. 來源：公開資訊觀測站

3. 網址：https://mops.twse.com.tw/mops/web/t05sr01_1

4. 內文：

1.證券名稱:
廣達電腦股份有限公司 普通股
2.交易日期:113/6/11~113/12/11
3.交易數量、每單位價格及交易總金額:
宜進公司:交易數量：679,000股，均價約281.94元
億東公司:交易數量：400,000股，均價約279.26元
交易總金額：303,138,846元
4.處分利益（或損失）（取得有價證券者不適用）:
不適用
5.與交易標的公司之關係:
無
6.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股
比例及權利受限情形（如質押情形）:
(1)累積持有本交易證券（含本次交易）：160,000股
(2)投資金額(含本次交易)：46,466,116元
(3)持股比例：0.004%
(4)權利受限情形：無
7.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列之有價證券投
資（含本次交易）占公司最近期財務報表中總資產及歸屬於母公司業主之權益之比例
暨最近期財務報表中營運資金數額:
(1)有價證券投資（含本次交易）占總資產之比例：11.88%
(2)有價證券投資（含本次交易）占股東權益之比例：22.84%
(3)營運資金：-222,465仟元
(4)資金來源：113年獲配現金股利3.7億及銀行借款
8.取得或處分之具體目的:
提高資金運用效益
9.本次交易表示異議董事之意見:
無
10.本次交易為關係人交易:
否
11.交易相對人及其與公司之關係:
無
12.董事會通過日期:
不適用
13.監察人承認或審計委員會同意日期:
不適用
14.其他敘明事項:
無

"
709,[情報] 2633台灣高鐵 11站月台門統包採購案,8145,"標題：公告本公司高鐵全線11站設置月台門統包工程採購案
 
來源：公開資訊觀測站
 
網址：https://mops.twse.com.tw/mops/web/t05sr01_1
 
內文：
 
高鐵要有月台門了耶0.0，這樣活體落軌跟物品掉落的發生機率應該會減少蠻多
 
==========
 
1.標的物之名稱及性質（如坐落台中市北區ＸＸ段ＸＸ小段土地）:
高鐵全線11站設置月台門統包工程 
2.事實發生日:113/12/11~113/12/11
3.交易單位數量（如ＸＸ平方公尺，折合ＸＸ坪）、每單位價格及交易總金額:
(1)交易單位數量:不適用
(2)每單位價格:不適用
(3)交易總額: 新台幣2,050,000,000元(含稅) 
4.交易相對人及其與公司之關係（交易相對人如屬自然人，且非公司之關
係人者，得免揭露其姓名）:
交易相對人為「台灣松下電器股份有限公司」，非屬本公司之關係人
5.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及前次移轉之
所有人、前次移轉之所有人與公司及交易相對人間相互之關係、前次移轉日期
及移轉金額:
不適用
6.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告關係
人之取得及處分日期、價格及交易當時與公司之關係:
不適用
7.預計處分利益（或損失）（取得資產者不適用）（遞延者應列表說明
認列情形）:
不適用
8.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要約定
事項:
交付或付款條件:依契約約定辦理;契約限制條款及其他重要約定事項:無
9.本次交易之決定方式（如招標、比價或議價）、價格決定之參考依據及
決策單位:
依據招標規定辦理及議價；決策單位為董事會
10.專業估價者事務所或公司名稱及其估價金額:
不適用
11.專業估價師姓名:
不適用
12.專業估價師開業證書字號:
不適用
13.估價報告是否為限定價格、特定價格或特殊價格:否或不適用
14.是否尚未取得估價報告:否或不適用
15.尚未取得估價報告之原因:
不適用
16.估價結果有重大差異時，其差異原因及會計師意見:
不適用
17.會計師事務所名稱:
不適用
18.會計師姓名:
不適用
19.會計師開業證書字號:
不適用
20.經紀人及經紀費用:
不適用
21.取得或處分之具體目的或用途:
高鐵全線11站設置月台門，以提升公共安全及列車整體營運效率與營運品質。
22.本次交易表示異議之董事之意見:
無
23.本次交易為關係人交易:否
24.董事會通過日期:
民國113年12月11日
25.監察人承認或審計委員會同意日期:
民國113年12月09日
26.本次交易係向關係人取得不動產或其使用權資產:否
27.依「公開發行公司取得或處分資產處理準則」第十六條規定
評估之價格:不適用
28.依前項評估之價格較交易價格為低者，依同準則第十七條規
定評估之價格:不適用
29.其他敘明事項:
民國113年12月11日第十屆第二十次董事會議決議
 
"
710,[新聞] 台肥暖男董座加碼照顧員工 初階人員最高加薪6.6%,8145,"原文標題：台肥暖男董座加碼照顧員工 初階人員最高加薪6.6%

原文連結：https://news.cnyes.com/news/id/5806769

發布時間：2024-12-11 18:00

記者署名：鉅亨網記者 陳于晴

原文內容：

台肥公司 (1722-TW) 繼去年整體人均調薪達 4.55%、加薪幅度完勝軍公教 4% 後，暖男
董座李孫榮今年再加碼體恤照顧台肥員工，宣布 2025 年加薪調幅超越 2024，除全體薪
資一律普調 3% 外，為擴大照顧基層員工，特別再調增固定薪資 1080 元，換算下來，初
階人員調薪最高達 6.6%，全員平均加薪調幅達 5%，再度超越軍公教。

台肥董事長李孫榮到任一年多來，帶領已有 78 年歷史的全台第一大老牌肥料公司華麗轉
身，力圖延伸核心競爭力，擴大事業版圖，繼去年宣告進軍乾淨能源供應者事業後，動作
不斷；不但率先成立前瞻事業研究中心，日前再獲經濟部投資台灣事務所根留企業方案，
將投資 30 億元於台中廠擴建液氨儲存槽，台肥公司乾淨能源事業再跨出一大步。

李孫榮表示，非常感謝台肥全體同仁，一心為公司全力響應淨零碳排政策的努力，因為現
在努力的每一步，都是在創造台肥的歷史。這次董事會議通過一舉調升加薪達 5%，就是
衷心希望幫助大家樂業安心工作，進而能安居。

李孫榮進一步指出，今年是台肥綠能元年，身為泛國營事業的一員，台肥率先支持政府政
策責無旁貸。農業時期，台肥就是全台最大肥料供應者，當中大宗的液氨就是肥料的原料
，而今時代變遷，在全球呼應淨零碳排，尋求乾淨能源之際，台肥的液氨正是乾淨能源的
最佳選擇，所以這次獲得根留臺灣企業加速投資行動方案，證明政府積極支持台肥液氨乾
淨能源發展，以因應全球低碳能源發展需求。

此次調薪獲得台肥員工好評，感謝有溫度的董事長照顧激勵員工，直言加薪 5% 好有感，
接下來將繼續追隨李孫榮董事長帶領，開創台肥新里程碑。

心得/評論：

眼角瞄一下推播訊息還想說台灣肥暖男是誰XD

腦中馬上浮現辣個男人，這麼一說的確是肥暖男>///<

從公司近期的動作來看台肥新產品蓄勢待發，開始在綠能方面開始搞投資

你各位覺得台肥新產品能夠在接下來ESG賽局WIN嗎@v@

今年轉投資朱肥那邊貢獻好像沒那麼多，整個EPS就下來了

不過有屯未分配盈餘的情況下只要第四季加上去EPS勉強碰2

再湊一些錢出來明年繼續發個2.X也不會太難吧0.0

"
711,[情報] 6919 康霈* 新藥CBL-514注射劑,8145,"標題：本公司新藥CBL-514注射劑用於減少皮下脂肪之CBL-0204 Phase 2b臨床試驗取得
最終統計結果，其試驗主要與次要療效 指標在臨床與統計上皆達到顯著有效意義

來源：公開資訊站

網址：https://mops.twse.com.tw/mops/web/t05sr01_1

內文：

1.事實發生日:113/12/11
2.研發新藥名稱或代號: CBL-514
3.用途:
A.減少皮下脂肪(非手術局部減脂)
B.改善中/重度橘皮組織
C.治療罕見疾病竇根氏症
4.預計進行之所有研發階段:
A.第一期臨床試驗 (Phase 1)：已完成。
B.第二期臨床試驗 (Phase 2)：進行中。
C.第三期臨床試驗 (Phase 3)：尚未進行。
D.新藥查驗登記審核 (NDA)：尚未進行。
5.目前進行中之研發階段(請說明目前之研發階段係屬提出申請/通過核准/
不通過核准，若未通過者，請說明公司所面臨之風險及因應措施；
另請說明未來經營方向及已投入累積研發費用):
(1)提出申請/通過核准/不通過核准/各期人體試驗(含期中分析)結果/發
生其他影響新藥研發之重大事件：
本公司新藥CBL-514注射劑用於減少皮下脂肪之CBL-0204 Phase 2b臨床試
驗取得最終統計結果，其試驗主要與次要療效指標在臨床與統計上皆達到
顯著有效意義。
A.臨床試驗設計介紹(包含試驗計畫名稱、試驗目的、試驗階段分級、
藥品名稱、宣稱適應症、評估指標、試驗計畫受試者收納人數等資料)。
a.試驗計畫名稱:
一項臨床二期、隨機分配、安慰劑對照以評估CBL-514注射劑相較於安慰
劑對於減少腹部皮下脂肪的療效、安全性與耐受度之臨床試驗。
試驗內容詳情請見：
https://clinicaltrials.gov/study/NCT05736107?intr=cbl-514&page=1&
rank=10 (NCT05736107)
b.試驗目的:評估CBL-514注射劑相較於安慰劑用於減少皮下脂肪的療效、安
全性與耐受度。
c.試驗階段分級:二期臨床試驗
d.藥品名稱: CBL-514
e.宣稱適應症:減少皮下脂肪 (非手術局部減脂)
f.評估指標:
這是一項經美國FDA及澳洲主管機關和當地人體研究倫理審查機構核准執行　
的多國多中心Phase 2b臨床試驗，為符合FDA Patient Focused Drug
Development藥物研發指引，本試驗主要指標為使用腹部脂肪等級量表
(Abdominal Fat Rating Scale；AFRS)評估CBL-514減少腹部皮下脂肪等級
之療效，AFRS分為醫師使用的Clinician Reported-AFRS和受試者使用的
Patient Reported-AFRS兩個版本，以納入臨床醫師評估和受試者自評的療
效反應率，評量表是以5個等級(Grade 1 None/Minimal至Grade 5 Very
Severe)劃分不同腹部脂肪等級，分數越高代表腹部脂肪堆積越多。每位受
試者根據腹部皮下脂肪堆積程度最多給予4次CBL-514或安慰劑的注射，每
次治療劑量最多不超過600毫克的CBL-514或同等體積的安慰劑，每次注射
間隔為3週，並於完成最後一次注射後的4週、8週和12週追蹤評估療效及安
全性，並比較CBL-514用藥組與安慰劑組的療效是否具有統計顯著差異
(p< 0.05為具有統計顯著差異)。
g.試驗計畫受試者收納人數：
本試驗於美國與澳洲共12個試驗中心收案，共納入107位具有Grade 3
Moderate或Grade 4 Severe腹部脂肪等級的受試者，分為CBL-514與安慰
劑2個組別並以1：1隨機分派，實際有52位受試者和55位受試者分別納入
CBL-514組和安慰劑組。
B.主要及次要評估指標之統計結果(包含但不限於P值)及統計上之意義
(包含但不限於是否達成統計上顯著意義)，倘囿於其他重要原因導致公司
無法揭示統計資料，則應敘明理由說明之。
全分析集群組(Full Analysis Set population；FAS population)臨床
統計結果及說明：
全分析集群組(Full Analysis Set population)包含所有隨機分配且具有
治療前與至少一次治療後數據的受試者。根據 ICH E9 Statistical
Principles for Clinical Trials，Full Analysis Set「全分析集」與
ITT (Intention-to-Treat「意圖治療人群」)分析結果是相同的。
a.主要療效評估指標之統計結果及統計意義
接受最後一次治療後12週，試驗主持人使用Clinician Reported-Abdominal
Fat Rating Scale(CR-AFRS)評估受試者至少有一個等級改善的受試者比
例，在CBL-514組為76.7%，安慰劑組為18.9%。與安慰劑組相比，CBL-514
組達到至少一個等級改善的受試者比例顯著高於安慰劑組(p=0.00004)，
療效達到統計上顯著差異，本試驗主要療效指標已達標。
b.次要療效評估指標之統計結果及統計意義
(i)接受最後一次治療後12週，試驗主持人使用CR-AFRS評估受試者至少
有二個等級改善的受試者比例，在CBL-514組為32.0%，安慰劑組為0%。
與安慰劑組相比，CBL-514組達到至少二個等級改善的受試者比例顯著高
於安慰劑組(p= 0.00122)，療效達到統計上顯著差異。
(ii)接受最後一次治療後12週，受試者使用Patient Reported-Abdominal
Fat Rating Scale(PR-AFRS)評估至少有一個等級改善的受試者比例，在
CBL-514組為76.7%，安慰劑組為19.4%。與安慰劑組相比，CBL-514組達到
至少一個等級改善的受試者比例顯著高於安慰劑組(p=0.00004)，療效
達到統計上顯著差異。
(iii)接受最後一次治療後4週，腹部治療部位皮下脂肪體積減少至少20%
的受試者比例，在CBL-514組為50%，安慰劑組為0%。與安慰劑組相比，
CBL-514組皮下脂肪體積減少至少20%的受試者比例顯著高於安慰劑組
(p<0.00001)，療效達到統計上顯著差異。
(iv)接受最後一次治療後4週，腹部治療部位皮下脂肪厚度百分比的變化，
在CBL-514組為-25.0% (95% CI:-29.3%,-20.8%,p<0.00001)，安慰劑
組為2.0% (95% CI:-2.1%,6.2%,p=0.33443)。與安慰劑組相比，
CBL-514組腹部治療部位皮下脂肪厚度百分比變化的差異為-27.1%
(95% CI:-32.3%,-21.8%,p<0.00001)，療效達到統計上顯著差異。
(v)在CBL-514組別至少有達到CR-AFRS一個等級改善的受試者中，58.8%
受試者僅需接受1次CBL-514治療即可達到CR-AFRS至少一個等級的改善。
與安慰劑組相比，本試驗主要與次要療效指標皆達到統計上顯著差異，相關
臨床統計結果將於113/12/18(三)下午2點舉辦線上法說會進行說明。
c.安全性評估指標之統計結果
受試者完成CBL-514至多4次給藥療程後的整體安全性與耐受度良好，多數不
良事件為輕度和中度的注射部位反應。總體上治療後的實驗室血液生化檢
查、生命徵象、心電圖和理學檢查結果沒有與試驗藥品相關的臨床顯著變化。
總結：
根據臨床統計結果，本試驗在全分析集群組(FAS population)與依計畫書群
體(Per Protocol population；PP population)的臨床統計分析結果，其試
驗主要與次要療效指標皆達到臨床及統計上顯著有效意義。PP population
統計結果顯示CBL-514治療後有超過8成的受試者以CR-AFRS或PR-AFRS評估腹
部脂肪皆可達到至少一個等級改善；以MRI評估腹部治療部位皮下脂肪，顯示
與安慰劑組相比，CBL-514治療後平均可減少超過30%的腹部皮下脂肪厚度，
且藥物安全性與耐受度良好，對於非手術局部減脂具有極佳的療效與安全性
優勢。
C.若為知悉新藥第三期人體臨床試驗(含期中分析)之統計資料時，並請說明
未來新藥打入市場之計畫(惟所述內容應注意避免涉及本公司「對上市公司應
公開完整式財務預測之認定標準」而須編製財務預測之情事：不適用。
D.單一臨床試驗結果(包含主、次要評估指標之統計學 P 值及統計學上是否
達顯著意義)，並不足以充分反映未來新藥開發上市之成敗，投資人應審慎判
斷謹慎投資。
(2)未通過目的事業主管機關許可、各期人體臨床試驗(含期中分析)結果未達統
計上顯著意義或發生其他影響新藥研發之重大事件者，公司所面臨之風險及因
應措施：不適用。
(3)已通過目的事業主管機關許可、各期人體臨床試驗(含期中分析)結果達統計
上顯著意義或發生其他影響新藥研發之重大事件者，未來經營方向：評估中。
(4)已投入之累積研發費用：考量未來市場行銷策略，保障公司及投資人權益，
暫不公開揭露。
6.將再進行之下一階段研發(請說明預計完成時間及預計應負擔之義務):
CBL-514用於減少皮下脂肪 (非手術局部減脂)，目前正在規劃三期臨床試驗。
(1)預計完成時間：預期2025年Q3展開三期臨床試驗收案，惟實際時程將依執
行進度調整。
(2)預計應負擔之義務：無。
7.市場現況:
目前80%以上的局部減脂療程仍採用侵入性的外科手術，包含抽脂手術與腹部
整形術。雖然外科手術的局部減脂療效較目前已上市的非手術局部減脂產品明
顯許多，但仍伴隨著許多明顯副作用與後遺症，以及可能威脅生命的嚴重副作
用。因此，近年來非手術局部減脂產品快速崛起，包括冷凍減脂
(Cryolipolysis)、超音波減脂、局部減脂注射劑(成分為去氧膽酸或其鹽類)
等。然而，目前非手術局部減脂產品多半療效不佳，無法明顯減少治療部位皮
下脂肪，且術後需12週以上才可見療效，並伴隨中、重度副作用風險，如皮膚
壞死、神經損傷與麻痺、疤痕組織、硬塊、反常脂肪增生(paradoxical adipose
hyperplasia, PAH)、皮膚灼燒或潰瘍...等。美國整形外科醫學會(American
Society of Plastic Surgeons, ASPS)研究報告指出，目前仍有超過60%的人
因不滿意現有局部減脂療程或因害怕副作用而卻步，顯示局部減脂市場龐大且
仍有大量需求未被滿足。
8.其他應敘明事項(若事件發生或決議之主體係屬公開發行以上公司，
本則重大訊息同時符合證券交易法施行細則第7條第8款所定
對股東權益或證券價格有重大影響之事項):無此情事。
9.新藥開發時程長、投入經費高且未保證一定能成功，此等可能使投資面臨風險，投
   資人應審慎判斷謹慎投資。:

心得：
其試驗主要與次要療效指標在臨床與統計上皆達到顯著有效意義。
明天開始漲停板?

"
712,Re: [請益] 是不是有點網路泡沫的氛圍了,8145,"※ 引述《ll6a (老成a~)》之銘言：
: 維基定義
: 網際網路泡沫（又稱科網泡沫[1]或dot-com泡沫）是指1995年至2001年間與資訊科技及網際
: 網路相關的投機泡沫事件。在歐美、亞洲多個股票市場中，網際網路及資訊科技相關企業的

原文吃光，講個故事你就懂了，有個賣鑽頭的公司，一直吹我家鑽頭很強

大家趕緊來買鑽頭，挖石油。

所以重點來了，七大科技巨頭有沒有挖到石油呢？


先來看資本支出：https://imgur.com/KQ5dS9O

買一堆鑽頭，資本支出高很合理吧？

那就逐一拆解


AAPL：https://imgur.com/RorGSBb

根據可查資料，蘋果營收有大半仍然在手機業務，那AI變現能力呢？

看看2025會不會出現付費式AI女友，可以陪聊天之類。


MSFT：https://imgur.com/AzurCP0

根據可查資料，微軟第四季AI投資約190億美元，Azure成長卻低於預期，

所以2025一樣持續觀察Azure業務有沒有實際的獲利成長。


GOOGL：https://imgur.com/bH6ptHL

根據可查資料，估狗確實有一直加大AI設備投資，雲端營收與獲利也確實增加，

BUT，2025如果持續因為運算增加投資(因為輝達賣很貴)，會不會侵蝕獲利，就等著看。


AMZN：https://imgur.com/BGb1e9L

亞馬遜比較簡單，看AWS雲服務營收/獲利即可，不過亞馬遜企圖心很強的，

資本支出增加是七大之冠。


META：我就不介紹財報了，反正都是廣告收入

2025觀察虛擬實境VR/AR技術（Oculus 品牌）的開發與營運，重點還是變現能力。





剩兩間一間賣鑽頭的，一間賣車的，

鑽頭商肯定吹，賣車的要先撐過他的火星登陸之夢

所以泡泡會不會爆，就看2025有沒有AI付費女友，如果有，大概可以再戰十年。

"
