,標題,分類,內文
288,[問卦] 朋友要去革命了 這樣寫歌給他好嗎？,39330,"我朋友好像要去革命了
不知道能幫上什麼忙
就寫了首歌給他
各位幫我看看寫的好不好

各位守護台灣民主的青鳥們辛苦了
在風雨寒流中不畏前行真的好感動
這次有可能是我們在一起最後上街了
為我們珍愛的台灣 自由民主的國度
獻上一首歌：

東方綠 青鳥升
台灣出了個賴清德
他為人民謀幸福
他是人民的大救星

拋頭顱 灑熱血 上刀山 下油鍋
爹親娘親不如賴主席親
天大地大不如賴主席恩情大
啊咿呀吼嗨喲

賴主席呀賴主席
您是我們心中的綠太陽
我們高呼 青鳥飛出
清德宗光芒萬丈

唱支山歌給黨聽
我把黨來比母親
母親只生了我的身
黨的光輝照我心

"
289,[新聞] 財劃法三讀對高雄五大不公 陳其邁：草率,39330,"財劃法三讀對高雄五大不公 陳其邁：草率修法拉大南北差距

自由 葛祐豪

2024/12/21

針對藍白昨天（20日）強行通過財劃法三讀，高市府今天（21日）指「對高雄有五大不公
」，市長陳其邁更砲轟對高雄極度不公，刻意將有利於高雄的指標調降，讓高雄分配款增
加幅度在六都排名尾端，將拉大、惡化南北差距。

陳其邁表示，立法院昨天三讀修正財政收支劃分法，該法攸關全國22縣市數千億的預算分
配。但修法過程草率、荒唐，更未經充分討論，也沒有讓地方政府表達意見，甚至臨到表
決前，還提出多個不同修正版本，根本沒時間討論與試算金額，就強渡法案，蠻橫通過。

「這次修正的財劃法對高雄極度不公，刻意將有利於高雄的指標調降，讓高雄增加幅度在
六都排名尾端。」陳其邁重話批說，他支持財劃法修正，也多次要求應該要納入各地方政
府的意見，但昨天這種草率修法，他無法接受，這是將預算資源的逆分配，會惡化台灣的
南北差距、城鄉不均。

高雄市財政局則表示，昨天三讀修正的財劃法，對高雄有五大不公。首先，資源仍集中雙
北、重北輕南：修法以人口指標分配權數最高，營利事業銷售額次之，導致高雄、台南獲
配金額，遠低於雙北，增加幅度六都最低，相對雙北增加幅度最高，資源分配重北輕南，
使南北差距擴大。

其次，調降「土地面積指標」、對幅員較大縣市極不公平：由現行20%調降為10%，高雄市
「土地面積」全國最大，是台北市11倍大，相關基礎公共服務，如公園、道路、學校、長
照、日照及社會安全網等維護經費龐大，及基於人口結構因素，法定社福支出六都最高，
但降低分配權數，使高雄市獲配財源相對減少，影響高雄基礎公共服務量能，對市民極不
公平。

第三、大幅調高「人口指標」、擴大城鄉差距：由現行20%調高為45%，忽視人口主要集中
在城市都會區，鄉村地區人口比較少的現狀，將使資源集中在都會區，鄉村地區資源依然
匱乏，擴大城鄉差距。

第四、未考量「產業結構」及「外部成本」負擔、影響城市轉型：此次倉促修法，沒有將
「淨零負擔」納入分配指標，不利高雄未來城市轉型，高雄長久以來作為國家重工業製造
基地，以及發電量占台電全國總購發電量20%，但所伴隨全國20%的碳排量環境成本，卻無
法經由統籌分配款合理的分配，作為改善環境及安全等經費，對高雄民眾極不公平。

最後是「排擠」中央政府對地方政府的補助經費：中央財政分配主要有統籌分配款、一般
性補助、計畫型補助，國家稅收總額不變，若將統籌款增加補助到地方，將排擠到中央對
地方政府的一般補助、計畫補助預算，嚴重影響中央協助財政狀況比較不佳的縣市的建設
量能，與平衡區域發展的功能。

https://news.ltn.com.tw/news/politics/breakingnews/4900113

"
290,[新聞] 台鐵臥軌男找到了！列車駛過竟沒事　「,39330,"ETtoday

台鐵臥軌男找到了！列車駛過竟沒事　「天無絕人之路」他不想死了

記者陸運陞、吳佩蓁／新北報導

台鐵浮洲站20日晚間6時許發生旅客墜軌事件！當時月台警戒燈亮起後，一名男子不明原因
突跳下月台，整個人趴臥在鐵軌上，接著列車便迎面駛來，男子瞬間消失在監視器畫面，不
過警方獲報到場後，卻遲遲找不到人，造成台鐵多班列車延誤。墜軌的梁姓男子21日晚間主
動向警方投案，坦承因欠債一時想不開，沒想到列車從他身上駛過後，他竟毫髮無傷，瞬間
領悟「天無絕人之路」，於是自行爬出離開車站。

經了解，梁男因玩運彩欠地下錢莊3、40萬，被債務逼到走投無路下，他才會選擇臥軌輕生
，昨晚他在浮洲站直躺在兩軌之間，沒想到列車從他身上駛過後，他居然毫髮未損，連衣服
都沒被勾到，僅腰部及腿部有擦挫傷，連梁男自己都感到神奇，待列車停止後，梁男頓時覺
得「天無絕人之路」，就從車底鑽出逃出車站。

據了解，48歲梁姓男子住桃園蘆竹，21日凌晨12時36分許他主動聯絡警方，表示自己就是浮
洲站墜軌男子，願意配合調查，但他因身上沒錢無法自行投案，於是警方開車到他家載他到
警局作筆錄，結束後員警還給他1000元坐車回家。

https://reurl.cc/WAxrAO

"
291,[問卦] 新竹是不是要起飛了？,39330,"
現在大新竹的統籌分配款已經超越台南，擁有竹科、生醫、清交大、工研院，台灣最有潛力的產業，實力最強的大學都在新竹

過去新竹拿的預算比嘉義、彰化、屏東還少，現在總算拿回該拿的了

所以新竹是不是要起飛了？

"
292,"[問卦] 總部少點錢,被洗風向成總部錢被搬光剩0元",39330,"我公司
今天通過新的經費分配法
結論就是
總部原本不合理的超多的經費
必須下放一點點到分店

結果總部的人
居然放側翼在那邊說
以後所有經費都沒有了
啥表現好的獎金，火災後的救助，交通補助，通通沒有了

去你媽的
又在那邊玩極端分邊

這種人在想啥
有沒有八卦?

"
293,[問卦] 台灣更大的詐騙是什麼？,39330,"
欸
現在輸了就用更大的招式
以魔法對付魔法
我覺得這招超強的啊
現在台灣詐騙猖獗
要不要用更大的詐騙來解決詐騙？

更大的詐騙
是什麼？
"
294,[問卦] 南部人回鄉 台北人只得吃自己？,39330,"我高雄北漂朋友
看到新版財政劃分法過關
在脆上說南部人該回鄉了
賺的錢寧願繳稅給南部地方政府發展
也不要給北部地方政府抽稅
還要給北部人嘴
說南部人都回去
北部人靠什麼吃飯
難道大南方真的要崛起了？

"
295,Re: [問卦] 魷魚遊戲套餐,39330,"※ 引述《starfishfish (地中嗨嗨派大星)》之銘言：
: 欸欸
: 聽說最近袋鼠國的麥當當出了魷魚遊戲的套餐
: https://i.imgur.com/AU23es0.jpeg
: https://i.imgur.com/KlwnkXl.jpeg
: 而且裡面還附了一個椪糖餅
: https://i.imgur.com/RdG5sVi.jpeg
: 雖然就只是噱頭
: 但如果台灣有賣的話...依照台灣人愛跟風的民族性應該還是會有很多人去買來開箱吧？
: https://i.imgur.com/YMxXZhy.jpeg
: 大家會去買嗎？
: 資料來源：
: https://supertaste.tvbs.com.tw/amp/food/352667
鋪天蓋地，
根本砸錢行銷出來的，
看過第一季的人應該就知道有多麼名不符實，
也應該不會再浪費時間碰第二季。

論同性質的影劇（遊戲與存亡的概念），

1997年起的《異次元殺陣》系列、

2000年的《大逃殺》，

無論在創意還是殘酷程度上都海放什麼花枝魷魚遊戲的。


即使是後期爛掉的《奪魂鋸》系列也還是吊打；

很Ｂ級的《要聽神明的話》也吊打；

就連2006年泰國的《13駭人遊戲》也都走在它前面。


"
296,Re: [新聞] 青鳥被綠營立委煽動拆護欄！鍾佳濱持油,39330,"※ 引述《bunengs (槍神)》之銘言：
: 青鳥被綠營立委煽動拆護欄！鍾佳濱持油壓剪破壞公物...慘了
: 2024-12-20 21:01 聯合報／記者翁至成／台北即時報導
: 立法院會今天排審「選罷法」、「憲法訴訟法」及「財劃法修正草案」等案，引發公民團
: 體強烈不滿，今天早上九點就號召青鳥，聚集立法院外的濟南路一段、康園餐廳出入口，
: 孰料接近中午群眾情緒躁動，一度推倒最外層的鐵馬護欄，企圖衝入立法院，場面混亂，
: 數度跟警察爆發肢體衝突，所幸現場群眾無大礙，也沒有警察受傷。
: 究竟群眾如何推倒最外層的鐵馬護欄？透過臉書粉專「政客爽」公布的影音清楚看見，民
: 進黨立委鍾佳濱拿油壓剪破壞串連起來的鐵馬護欄繩索，另外，民進黨立委王世堅、莊瑞
: 雄、王定宇現身在第二道鐵馬護欄的內側，而王定宇和莊瑞雄都不斷手往內揮舞，煽動民
: 眾情緒，示意大家「進來」。
: 儘管身旁員警一度伸手阻止民進黨立委的「鼓勵行為」，但仍無用，最外層的鐵馬護欄順
: 勢被推倒，群眾不到一分鐘就湧入第二道鐵馬護欄；期間有一名男子，疑因重心不穩，躺
: 在鐵馬護欄上被抬走，場面危險又緊張。
: 由於鐵馬護欄屬北市警方公務，鍾佳濱擅自破壞實是否觸法？一名北市資深員警指出，當
: 然已觸法，但若沒有重大違規違法態樣，集會遊行都是以活動順利為優先，事後再依蒐證
: 內容，依法偵辦。
: https://udn.com/news/story/123528/8439511
: XD


我發現
民進黨不需要在在野
就有那種在野黨的衝感
之前在野的時候
也是這樣衝
讓民眾有感受到替國家爭取自由的參與感
這次民進黨雖然身為執政黨
因為是國會少數黨
但也跟之前一樣帶領民眾去衝進立法院
順便也教學實際上在野黨那些藍白立委
真的少數在野立委要做的是這樣

每次只要立法院這樣
就覺得
台灣未來有民進黨守護真的太棒了
所謂的民主
就是民主進步黨當家執政做主

以後就讓他們繼續國會少數
或是當在野繼續守護台灣未來好了
太棒惹

"
297,[問卦] 朋友說芒果乾越來越重 要怎麼回,39330,"本來一群人開開心心打遊戲
結果朋友突然嘆口氣
說現在芒果乾越來越重了
搞得氣氛很尷尬



朋友說芒果乾越來越重 要怎麼回

"
298,[問卦] 為何台灣電子票證刷卡感應超慢？,39330,"喵的剛剛上公車刷yoyo卡
結果大概等了1秒鐘才感應扣款

本肥平常用一卡通搭台鐵也是
有時候還常常刷不到卡片
然後站務人員叫我去刷別台

喵的明明本肥去日本
都是秒刷秒入站的

有沒有台灣電子票證，刷卡感應速度超慢的八卦？


"
299,Re: [爆卦] 青鳥：財劃法通過Tpass、租屋、大學,39330,"民進黨真的是威脅人民成性

如果是真的話

那怎麼不把你們政府

廣告宣傳媒體行銷的部分預算

通通砍掉拿出來利民

幹妳娘整體在那邊恐嚇威脅人民

垃圾黨就是垃圾黨

※ 引述《bike3905》之銘言
: https://i.imgur.com/JhjobYG.jpeg
: 青鳥：
: 財劃法通過的話
: 明年你的
: Tpass
: 租屋補助
: 大學學費補助
: 幼兒補助
: 通通都沒了喔
: _
: 等等，這算是造謠嗎？
: 如果明年沒取消是不是該社維法送辦啊？
: https://i.imgur.com/PtDGBZG.jpeg
: 明年後北北基再也沒有1200月票可以用了
: 原來北北基桃竹苗民眾是懲罰到自己了？
: 還有明年租屋補助也沒囉
: 這些話到底誰會相信呢？

"
300,[問卦] 有沒有紅蠍隊龍子很賢慧的八卦？,39330,"埼玉紅蠍隊的龍子

明明就是個89妹

可是寄宿在小新家的時候

卻很賢慧

會做菜還會帶小孩


而且一直覺得很奇怪的是

日本89妹明明都穿長裙

但是龍子都穿短裙

一點也不89妹

有沒有龍子很賢慧的八卦？

"
301,[問卦] 蹦版如果打輸的理由已經出來了,39330,"https://i.imgur.com/mDXqKxD.jpeg
https://i.imgur.com/Ws17ztm.jpeg
https://i.imgur.com/Z9So3kj.jpeg

今晚贏那是一定會贏的

如果輸了那一定是運氣不好

蹦闆你好棒我支持你啊

"
302,Re: [問卦] 台北人最有錢怎這麼晚婚？,39330,"小妹我台大IU

還有台北人都很晚生小孩

我有個學生二年級而已

結果她爸媽年紀比我爸媽還大

真是厲害厲害佩服佩服

小妹我爸媽大概52、53歲吧

小妹我家兔兔說

她看到的家長都40+

大部分都老老的

兔兔覺得年輕真好

兔兔明明很年輕

不知道在感嘆什麼

給八卦兔兔參考


"
303,[問卦] 最近亡國感好重是我的錯覺嗎？,39330,"大家安安

乳題

最近覺得社會動亂越來越多

隨機殺人、詐騙層出不窮

連歪國人也不來觀光了

台灣人也都出國玩不把觀光財留給同胞

然後一堆重罪犯還潛逃出境

失聯外勞越來越多造成潛在危險

最近亡國感好重是我的錯覺嗎？

"
304,[新聞] 台鐵爆搶位衝突！女乘客遭阿伯「潑麵灌頂,39330,"三立新聞

2.記者署名:
記者吳泊萱／苗栗報導

3.完整新聞標題:
台鐵爆搶位衝突！女乘客遭阿伯「潑麵灌頂」崩潰報警…怒告公然侮辱

4.完整新聞內文:
日前高鐵發生搶座位淋水澆頭爭議，引發各界關注。昨日（20日）下午，台鐵172班次列
車，也發生座位爭執，一對男女疑似因為對號座爭議起口角，男子竟將一碗麵潑灑在女子
身上，受害女子氣不過報案處理，並對男子提出公然侮辱告訴，目前鐵路警察已依規定受
理。

發生衝突的台鐵172班次，為潮州開往花蓮的自強號列車。據了解，2位當事人均購買對號
座車票，女乘客先上車，入座10號車廂座位，並於列車行經台中豐原站時暫離座位，隨後
男乘客在豐原站上車後，疑似因看錯車廂號碼，坐在女乘客的座位上吃麵。

女乘客返回車廂後，發現位置上有人，於是請對方離座，雙方為了座位問題爆發口角，男
乘客一氣之下將手中的麵潑灑在女子身上，隨後離開該節車廂。女乘客自覺受辱，當場通
報列車長請求報警處理。

鐵路警察表示接獲通報後，立即派員到苗栗站會同站方人員上車處理，並將雙方當事人帶
下車協調，女乘客因不甘受辱堅持提出公然侮辱告訴，警方已依法受理偵辦。而當時雙方
爭執灑麵過程，也被同車乘客拍下PO網，引發網友熱議。

不良行為，請勿模仿！

5.完整新聞連結 (或短網址)不可用YAHOO、LINE、MSN等轉載媒體:
https://www.setn.com/m/news.aspx?newsid=1582496

6.備註:

"
305,Re: [新聞] 台鐵臥軌男找到了！列車駛過竟沒事　「,39330,"對!

我覺得很扯!

如果被火車輾過去

一定會很痛


全身骨折都是難免的




但他竟然可以沒有受傷，到底怎麼做到的

很扯!



※ 引述《sukiyasuica (suica)》之銘言：
: ETtoday
: 台鐵臥軌男找到了！列車駛過竟沒事　「天無絕人之路」他不想死了
: 記者陸運陞、吳佩蓁／新北報導
: 台鐵浮洲站20日晚間6時許發生旅客墜軌事件！當時月台警戒燈亮起後，一名男子不明原因
: 突跳下月台，整個人趴臥在鐵軌上，接著列車便迎面駛來，男子瞬間消失在監視器畫面，不
: 過警方獲報到場後，卻遲遲找不到人，造成台鐵多班列車延誤。墜軌的梁姓男子21日晚間主
: 動向警方投案，坦承因欠債一時想不開，沒想到列車從他身上駛過後，他竟毫髮無傷，瞬間
: 領悟「天無絕人之路」，於是自行爬出離開車站。
: 經了解，梁男因玩運彩欠地下錢莊3、40萬，被債務逼到走投無路下，他才會選擇臥軌輕生
: ，昨晚他在浮洲站直躺在兩軌之間，沒想到列車從他身上駛過後，他居然毫髮未損，連衣服
: 都沒被勾到，僅腰部及腿部有擦挫傷，連梁男自己都感到神奇，待列車停止後，梁男頓時覺
: 得「天無絕人之路」，就從車底鑽出逃出車站。
: 據了解，48歲梁姓男子住桃園蘆竹，21日凌晨12時36分許他主動聯絡警方，表示自己就是浮
: 洲站墜軌男子，願意配合調查，但他因身上沒錢無法自行投案，於是警方開車到他家載他到
: 警局作筆錄，結束後員警還給他1000元坐車回家。
: https://reurl.cc/WAxrAO

"
306,[問卦] 吉伊卡哇快閃店「哭哭哥布林」有價值嗎?,39330,"
今天1/21台北華山有「魔法吉伊卡哇」快閃店


官方說其中備受矚目的：

「哭哭哥布林」
https://i.imgur.com/FzvqNGl.jpeg

「貓熊玩偶系列」
https://i.imgur.com/HIMnxpz.jpeg

「魔法小八」
https://i.imgur.com/2rA6zop.jpeg

將首次在台灣亮相！



人超多 而且不只是排隊就好
還要上網登記抽整理券才能入場

有些南部北上的民眾到現場發現沒抽票不能入場QQ


哪個玩偶比較有價值呢？
急！在線等！！

"
307,[問卦] 說書人 跟 三分鐘說電影 有什麼差？,39330,"乳蹄


看電影的有一批狂粉

非常討厭三分鐘說電影這種影片

說這種短片 侵權 影響票房 破壞電影生態

然後還曲解電影原意 電影要自己看才能完整體驗



但是他們卻不會嘴 說書人這種網紅

說書人一樣是未經作者授權

就把自己對一本書的見解胡說八道一番

就可以剪成一部片

說書人不也一樣只是把書的內容拿出來講

跟三分鐘說電影有什麼差別？




為什麼沒人嘴 說書人侵權？

出書比電影便宜就可以嗎？

有卦？

"
308,[新聞] 台鐵鳳山車站傳落軌 80歲翁遭自強號撞,39330,"備註請放最後面 違者新聞文章刪除

1.媒體來源:聯合新聞網


2.記者署名:石秀華


3.完整新聞標題:台鐵鳳山車站傳落軌 80歲翁遭自強號撞上...命大腳傷送醫


4.完整新聞內文:
2024-12-21 12:35 聯合報／ 記者
石秀華
／高雄即時報導
台鐵103自強號列車今天上午11時45分進入鳳山車站時，傳出一名年約80歲的老翁不明原因
落軌，當場被自強號撞及，所幸老翁命大，救護員趕抵時，發現老翁左腳受傷，先將他緊急
送醫搶救，事故造成部分列車延誤，事發原因由鐵路警察調查中。★珍惜生命，若您或身邊
的人有心理困擾，可撥打
安心專線：1925｜生命線協談專線：1995｜張老師專線：1980

5.完整新聞連結 (或短網址)不可用YAHOO、LINE、MSN等轉載媒體:
https://udn.com/news/story/7320/8440372
https://reurl.cc/1XvZkX

6.備註:
是因為天冷路滑嗎
這兩天發生落軌事件
大家要小心
全身裝備弄齊一點 小心保暖




"
309,[問卦] Threads:為什麼台灣網紅都不表態,39330,"https://i.imgur.com/4VQd0Tg.jpeg

為什麼 為什麼 為什麼
我追蹤的那些台灣大網紅

在台灣這種緊要時刻，都不願利用他們的人氣
去幫忙分享跟號召，我知道這是個人意願，不能強迫

可是！台灣不是你的國家嗎，你們那些創作者所拍的題材，在中國能播嗎？不就是因為在這自由的土地，你們才能隨心所欲嗎？



真的很有道理

台灣都快被賣了結果一堆大網紅都不表態

目前有表態的只有八炯 志祺 囧星人這些人

其他九面 多米多羅 魚乾 阿神 博恩都不說話

這些人是不愛台灣嗎 台灣給你們自由創作的環境

為什麼你們可以默不作聲

眼睜睜看著親中勢力在島內亂搞呢
"
310,[問卦] 中共才是最絕望的那個吧？,39330,"中共至今的目標有2個

消滅中華民國保衛執政合理性

消滅民主制度證明制度優勢

結果一看對岸那個島民主30年來

中華民國死了又活 死了又活

然後民主也一樣可以一直死一直復活

跟空氣人一樣根本無解

超絕望的吧？

有沒有掛？

"
311,Re: [問卦] 中央將釋出3753億給地方 毀憲亂政？,39330,"※ 引述 《sexybox》 之銘言：
: 財劃法通過
: 中央將釋出3753億給地方
: 地方不會再被中央綁架
: 聽起來不錯的感覺
: 但為什麼是毀憲亂政
: 有卦ㄇ

我這邊的死忠說法

地方議會無法像中央的立委可以審查預算
監督和責任歸屬模糊，其他配套法條都沒有出現過
藍白會變成土皇帝，花錢買公務車

再來就是全國性建設執行不了
中央如果要蓋高鐵
結果藍白縣市不同意，變成高鐵接不起來

我聽了一下是滿有道理的啦
很符合他們那種一個法研議在研議的精神

"
312,[新聞] 沈伯洋罵「戰神個X」怒噴黃國昌！立院「,39330," 沈伯洋罵「戰神個X」怒噴黃國昌！立院「衝突畫面」全曝光…網酸：小草們好丟臉

民視

政治中心／郭嘉柔報導

昨（19）日晚間，朝野在立法院為了今（20）日排審《選罷法》、《憲法訴訟法》、《財
劃法》等3大爭議法案，爆發肢體衝突，不少立委在一陣混亂的拉扯中受傷送醫，戰火延
續至今日早上未停歇，2派人馬僵持近100分鐘後，國民黨團奪回主席台，由立法院長韓國
瑜宣布開會。民進黨立法院黨團（DPPcaucus）持續透過社群平台，公開立院即時狀況，
一段立委沈伯洋難忍怒火飆罵民眾黨總召黃國昌的畫面也跟著曝光。

藍白聯手，靠著人數優勢讓《選罷法》、《憲訴法》三讀通過，稍早經表決會議將延長到
晚上12時。今（20）日，民進黨立法院黨團（DPPcaucus）在Threads上PO出多段立院現場
畫面，能看見多名綠委在爭執中受傷，還有一段是民進黨立委沈伯洋怒嗆民眾黨總召黃國
昌的影片。從中可以看見，沈伯洋戴著白色布條，難忍怒火衝向黃國昌破口大罵「就是你
還敢講啊？」、「只敢說別人舉手輸啦」，黃國昌則保持愜意的態度回應「是是是」、「
是阿，你們不是輸了嗎？哈哈哈哈」，一旁的黃珊珊則摀著耳朵，隨即搖了搖頭，表達無
奈。

沈伯洋持續回嗆「只敢說這種話喔？」、「叫你講點東西都講不出來喔」、「丟臉的要命
啊你」、「戰神個屁啊」、「不戰啦！都不會贏啦！」，但黃國昌卻依舊雙手抱胸，保持
不以為意的態度，還不時露出笑臉。民進黨立法院黨團在內文中怒斥，「面對黃國昌與國
民黨聯手蠻幹三大惡法的輕佻態度，就連一向好脾氣的Puma老師也忍不住爆氣了。」。貼
文曝光後，隨即吸引大票網友留言，「小草們好丟臉哦...選這種黨」、「笑什麼笑？真
的不知羞恥。」、「黃國昌已死，現在畫面的叫藍國昌」、「黃國昌這表情動作，是在掩
蓋自己的心虛與恐懼！」、「理想堅持不到十年就變成這樣，真可悲。」。

此外，民進黨立法院黨團還公布一段黃國昌坐在台下，露出笑臉的影片，在內文指出「國
民黨在進行毀台三法的同時，在台下，得意洋洋看著這一切發生的黃國昌。」，從畫面中
可以看見黃國昌雙手撐在椅子把手上，看著眼前畫面不停擺頭晃腦，嘴角失守上揚，彷彿
置身事外，在看戲一般。影片曝光依舊吸引滿滿網友怒批，「這嘴臉超噁心，想吐」、「
他一定在想，太好了，我終於要成為民眾黨主席了！」、「國昌老師這鬆弛感可真是絕了
！」、「他心中到底有多恨台灣啊！非要把台灣的民主毀壞殆盡！」、「黃國昌永遠都是
讓我想吐的對象之一。」。

https://www.ftvnews.com.tw/news/detail/2024C20W0403

備註

通常客觀一點的媒體
正反兩邊意見都會報導
結果這篇看不到

"
313,Re: [問卦] 要怎麼養成洗冷水澡的習慣,39330,"小弟我洗冷水澡3年 以下方法""不""適用""心血管疾病 & 孕婦""

現在已經冬天 水溫已經算是很冷了

真的要養成建議先從""溫水""開始洗個幾天

一開始水龍頭轉到偏熱水那邊 然後慢慢降低溫度沖沖澡

直到你會嘎冷筍 身體會顫抖 就停住那個水溫 繼續沖澡

開始沖澡前 一隻手掌摀住肚臍腹部 然後深呼吸

打開水沖四肢 再來左右肩膀->後背->胸口->手放掉肚臍腹部

最後沖頭 然後先洗髮精洗頭 但是不把頭髮泡沫沖掉

之後沐浴乳洗身體 最後開水沖掉泡沫 順序一樣如上

維持個一周

再漸進到冷水

沖完泡沫 用毛巾擦乾身體 這段時間 才是最冷最痛苦

如果浴室內有抽風機 風的流動 會帶走體溫 最好在密閉空間洗冷水澡

如果熱水器在室內 就不能密閉空間 要讓空氣流動避免缺氧 相對就更冷

反正擦身體時 用大浴巾包住全身 快速擦乾 就不會冷了

擦完會有一種錯覺 覺得不冷惹 廢話 冷水的溫度比空氣溫度更低
此時當然不會冷


冷水澡好處 YT上面很多人說過 不再贅述

對我而言最大好處 就是訓練自律面對困難

因為每一次洗冷水澡 都是挑戰自己直面困難困境

然後洗完的多巴胺釋放跟成就感 無法用言語描述

那感覺 會上癮

※ 引述《pmes9866 (I Need Some Sleep)》之銘言：
: 冷水澡好處多多
: 唯一的缺點就是要洗冷水澡生不如死
: 啊我最近開始洗冷水澡啦 今天是第三天
: 洗冷水澡前都覺得很幹很像自虐 卻得硬著頭皮下去洗
: 但還是深怕未來某一天我會放棄
: 要怎麼養成洗冷水澡的習慣？有沒有八卦
: PS：我26
: "
314,[問卦] 八卦版一堆理組，卻說公民很重要？,39330,"
理組不是理性 務實 科學嗎？

那文組的法條，公民 歷史都不重要

為何一堆理組的在噴 公民 歷史很差

不是說文組的課程可以全拿掉？

因為不重要，現在怎麼又說

你公民 歷史很爛

搞得我好亂
"
315,[問卦] 有沒有蹦闆怕輸的八卦？,39330,"今天統神跟蹦闆要打拳
看到統神說蹦闆一直改規則
改3分鐘6回合跟統神要加OZ數

蹦闆原本是不是覺得統神不會真的減肥
結果看到統神現在這麼猛
開始搞小動作？
有卦嗎？

https://youtu.be/yNZtUlDe0kM?si=nqDr5k_gRnftZYlg

"
316,[問卦] 這次怎麼都沒有修法懶人包阿XD,39330,"如題

以往不是都會有專人負責製作懶人包

讓一些平時比較沒在關注的人可以了解狀況

怎麼到現在都沒看到阿？

還是晚上直接開夜市呢？^_^

"
317,[問卦] 投票投怎麼投都輸能怎麼辦,39330,"安

肥宅啦

每次玩lolM無限火力

投票選人的時侯

一堆投AD 或是牙膏 劫 李星 那種很難玩的

我想玩的都很少投贏

現實也是 想吃什麼 想看什麼

出去約時間也都投輸

投票都輸能怎麼辦 ？




ps:有次受不了投悠咪 被系統抽到 好爽喔

"
318,Re: [新聞] 藍白修法致國庫空虛 卓榮泰：未來地震颱,39330,"對!

很扯!


國民黨要修法

至少不能動到地方人命!

例如地震風災!



這次民怨滔天!


我保證今天如果立委重選

民進黨保證80席起跳!!!



國民黨今天開始已經結束了!!!

面對民怨!!!



因為大家現在才知道民進黨才是真正為台灣人設想的黨

聽說很多人後悔沒有投民進黨!




※ 引述《tingdou (無敵鐵金剛)》之銘言：
: 藍白修法致國庫空虛 卓榮泰：未來地震颱風地方政府自己勇敢面對
: Ettoday
: 2024年12月21日 記者陳家祥
: 立法院20日三讀通過《公職人員選舉罷免法》、《憲法訴訟法》及《財政收支劃分法》等
: 法案，行政院長卓榮泰今赴花蓮視察時說，就憲政上而言，五院體制失衡了，中央地方斷
: 層、人民罷免的權利也斷線，中央政府國庫空虛，未來颱風、地震來臨，地方政府要自己
: 勇敢面對。
: 卓榮泰今（21日）赴花蓮視察台鐵西小清水溪橋緊急復原工程時說，中央政府對每個縣市
: ，尤其是對災害來臨的時候，都會快速有效地幫地方解決問題。但他要談的是，在這7個
: 月來履行承諾每個月來花蓮一次，「明年開始，我還希望來，但是中央政府的體質經過昨
: 天立法院的表決後，中華民國政府的體質已經改變了」。
: 卓榮泰說，改變到什麼程度？就憲政上而言，五院體制失衡了，中央地方斷層了，人民罷
: 免的權利也斷線了，「所以未來要用什麼樣的面貌跟地方政府合作？必須要回去好好檢討
: 跟盤整」。
: 「未來我們希望在新的結構底下，要努力做更多的憲政上改變。」卓榮泰說，如果按照昨
: 天在立法院通過的內容，未來颱風來臨，行政院也沒有任何能力到各個地方去；地震來臨
: ，地方政府要自己非常勇敢面對，各種建設很多勢必要中途停擺。
: 「我極端不願意這樣的事情發生。」卓榮泰強調，中央政府的國庫會變成空虛，地方政府
: 的執行如果是跨縣市、跨年度的，將如何因應？這都是非常長大的問題。
: 卓榮泰說，在民主政治發展過程中，只能用下一次的民主來解決今天的問題；在憲政體制
: 上被破壞的，只有從憲政的次序中，來恢復憲政體制的運作。所以，「雖然有些人很喜悅
: ，有些人很氣餒，但我們絕不因此失去我們對國家跟人民的承諾跟目標」。
: 卓榮泰表示，他一直在思考，現在的中央政府、現在的行政院以及他個人，「我們應該思
: 考的是，贏得繼續下一場的戰役，還是贏得整個民主的勝利？這是兩種不同的思維」。
: 但卓榮泰說，希望社會趕快平靜下來，冷靜理智的對昨天整個結果做重新的思考，「對國
: 家未來的發展是好嗎？我們有沒有能力做補救？我們還有沒有機會做挽回？」
: 卓榮泰說，其實在昨天以前，中央政府、行政院並不是坐以等待這個結果，進行很多的努
: 力、進行了私下溝通，曾經有一度展現出一點點希望的曙光，但是無奈，最後還是敗在某
: 些個人權利追逐的想法上，所以還是沒有辦法形成。
: 「雖然遺憾，但是不氣餒。」卓榮泰說，會匯集更大的民主力量，改變今天因為民主所造
: 成的缺失，只有從憲政次序中來回復憲政的體制，希望五院不要失衡、希望中央地方不要
: 斷層、希望人民的公民權利能得到完全的保障，從明天開始，還是從這幾個方向努力導回
: 正軌，努力讓國家能夠持續向前走。
: 卓榮泰說，希望中央政府是合作的，今天看到的例子能持續下去，對人民各種福利的照顧
: ，不會放手、不會放鬆，還是會做，在這種極端困難的情況下，思索出一條中華民國政府
: 未來這個模式該怎麼走下去，也希望社會國人能共同理解體會檢討面對這事情，當然，我
: 會負起帶領行政院團隊應該繼續往前走的責任。
: https://www.ettoday.net/news/20241221/2878005.htm

"
