,標題,分類,內文
722,[請益] 今年金馬影帝張志勇有演餘燼 ???,10426,"剛剛看到餘燼的配角
其中一個眼歪的特務
想說選角怎麼找個脫窗的來演
竟然把黨國警總醜化成這樣
沒想到這個被雷管炸瞎真脫窗的特務
竟然在別部同志片拿到金馬影帝 !!!
不知道我是不是看錯了 ???

https://reurl.cc/r3a3j4

"
723,[討論] 魔法壞女巫票房海外表現不佳,10426,"https://www.boxofficemojo.com/release/rl1199474177/?ref_=bo_hm_rd

魔法壞女巫美國開得不錯，海外卻開得不好，只有5000萬，累積1.6億
成本2.5億

https://www.boxofficemojo.com/release/rl2841083905/?ref_=bo_hm_rd

紅色一號目前只有1億多，對比成本2.5億，賠定了

https://www.boxofficemojo.com/release/rl1778156289/?ref_=bo_hm_rd

神鬼戰士2國內5000萬，海外1.5億，不過成本3億，還是很拚

https://www.boxofficemojo.com/release/rl3290006273/?ref_=bo_hm_rd

猛毒3應該是過最爽的，成本1億多，目前累積4.5億，已經逼近第二集，基本
可以回本，所以應該會繼續這個白癡系列

"
724,Re: [討論] 台灣電影為什麼寫不出大迫力的配樂,10426,"你會覺得台灣電影配樂比較沒辦法氣勢磅礡，是因為台灣的電影市場拍這種片是沒辦法回
本的

想聽氣勢磅礡類的台灣電影配樂請往布袋戲的配樂找，布袋戲因為拍特攝類的成本會比真
人低，所以還有辦法拍出一些適合氣勢磅礡配樂的影片

霹靂神州三片頭曲天罪

https://youtu.be/FXCIUiD7H9w?si=oTmHEtXn7366vAbO

聖石傳說的主題曲稀微的風中

https://youtu.be/5pVtU0c_zr8?si=k3kYdkeha3q-Bgve

佛劍分說的出場曲往生咒

https://youtu.be/opLBbn254Rk?si=wnTlcTO7N342ZNB2

白蓮武戲曲天問三誓

https://youtu.be/TH6fWV8oE9A?si=cMk-HuwHtnVXwUTT

棄天帝降臨曲

https://youtu.be/yxf57rkDXJc?si=3GY3qrgPUy7_VVWd

霹靂戰魔策片頭曲覺

https://youtu.be/DGWqw6PZ29c?si=ZDd4-fQbQu6BKdpX

霹靂劫末示錄片頭曲天地無聲（mv是霹靂魔獸合作的影片）
https://youtu.be/Ua-nsVfMBWs?si=PDh6WRODqWEoX6OG

※ 引述《ultmisia (魔女)》之銘言：
: 《天魔》 的ave satani
: https://youtu.be/DK1O259-dQQ?si=idZvDQe7YEZ3XS41
: 我是在惡之初聽到的
: 然而
: 第49屆奧斯卡金像獎已得獎
: 也是Jerry Goldsmith唯一的奧斯卡
: 影響了很多作品
: 我就奇怪了！台灣電影為了什麼寫不出如此大迫力的配樂
: 都是軟趴趴文青風
: 鬼家人的come with me 也是軟趴趴浩室
: https://youtu.be/6Y7SUdRQE8Q?si=t38nGnyG9V8Fqus-
: 前兩年的濱渦正志的痛苦指數mix還屌打
: https://youtu.be/oFss3HjzdiQ?si=kFCZf7QSiaKGlK7v
: 台灣電影為了什麼寫不出如此大迫力的配樂

"
725,Re: [討論] 這屆12強賽適合拍成電影嗎,10426,我倒覺得可以拍成電影，後勁2
726,[新聞] 《創：戰神》後製有兩千個特效鏡頭 故,10426,"《創：戰神》後製有兩千個特效鏡頭 故事更感性

https://www.epochtimes.com/b5/24/11/25/n14378117.htm

（大紀元記者葉子杰編譯報導）時隔15年，《創》系列終於推出第三部續集《創：戰神》（
TRON: Ares，暫譯）。導演喬奇姆‧羅寧最近表示，該片大概有兩千個特效鏡頭正在進行製
作。他說，故事會更感性。

據《Deadline》《CBR》報導，迪士尼出品的美國科幻電影《創：戰神》於2024年1月投入製
作，並於5月完成拍攝。20日，導演喬奇姆‧羅寧（Joachim Rønning）透露該電影正在進行
後製剪輯及特效。該片講述一個極度複雜的程式「戰神」（Ares，暫譯）從數位世界被派往
真實世界，執行一項危險任務，這象徵著人類與人工智慧生物的首次接觸。

與前作《創：光速戰記》（Tron: Legacy，陸譯，創：戰紀，2010）故事不同，《光速戰記
》是現實人類進入電子遊戲虛擬世界的故事，而《創：戰神》則是虛擬世界中的角色將前往
現實的世界。美國男演員傑瑞德‧雷托（Jared Leto）將飾演「戰神」，美國男演員伊凡‧
彼得斯（Evan Peters）將飾演反派。

《創：戰神》由《加勒比海盜 神鬼奇航：死無對證》的導演喬奇姆‧羅寧執導，羅寧在上
週三透露，該片目前仍在進行電影剪輯和後製，還要幾個月的時間來完成這部電影，因為有
很多視覺特效（VFX）鏡頭需要光影魔幻工業公司（ILM）來幫忙完成。

羅寧說：「像這樣的電影，大概有2,000個VFX鏡頭，所以每隔一天，我都會參加特效會議。
我每隔一天都要看50個從ILM傳來的鏡頭，這也是一段驚人的旅程，一段漫長的旅程。」

羅寧將為觀眾提供最好的作品。他表示，目前有多的時間和資源去不斷調整、不斷努力、不
斷讓它變得更好，「所以，我們會一直這樣做，直到夏天，我連一半都還沒完成」。

回顧《創》系列，通常故事中常涉及人類受困在虛擬世界中，必須逃脫。在第一部電影《電
子世界爭霸戰》（Tron，1982）中，可以看到「凱文‧費林」（Kevin Flynn）是一名頂級
軟體工程師，但他想利用網路破解一件剽竊案時被數位化進到了虛擬的「網格（Grid）」世
界，他必須努力逃離回到現實世界。

而在第二部續集《創：光速戰記》中，可以看到費林的兒子「山姆」為了尋找失蹤的父親，
進入了「網格（Grid）」世界中，與父親在虛擬創界的助手「柯拉」（Quorra）一起阻止邪
惡程式庫魯（Clu）入侵現實世界。最後山姆與柯拉一同回到了人類世界。

7日，羅寧向《Deadline》透露第三部續集《創：戰神》將是一個更感人的故事。他說：「
情感永遠是我努力的目標，這部電影會更感性，我不認為《創》系列之前的電影有這麼多情
感元素。這兩部電影在許多方面都是傑作，但我想做的是創造一種情感體驗，所以這永遠都
會是最重要的。我認為我在這部電影中做到了這一點。」

據Box Office Mojo統計，第一、二部電影製作預算分別為1700萬美元及1.7億美元，全球票
房收入分別為3,300萬美元及4.09億美元。評分方面，美國網路電影資料庫（IMDb）滿分為
十分，截至今日，分別獲得6.7及6.8的一般評分，爛番茄影評員分別給予73%及51%的新鮮度
，觀眾分別給予69%及63%的新鮮度。

《創：戰神》預定2025年10月9日在全球上映，目前尚未有預告片。20日，2024華特迪士尼
亞太內容發布會上公開了現場獨有的特別短片。


"
727,[討論] 音速小子3 正式電影預告,10426,"https://youtu.be/LWj1sMyqi1w?si=zUhfpqmKGdL69ICx

這個跟之前的劇情簡介有點不一樣
音速小子不是要和蛋頭博士合作嗎?
怎麼變成蛋頭博士找影子了?

"
728,[新聞] 《魔法壞女巫》亞莉安娜、辛西婭艾利沃成閨密 為對方刺青,10426,"《魔法壞女巫》亞莉安娜、辛西婭艾利沃成閨密 為對方刺青藏含義

新聞網址：https://tinyurl.com/y79zrhde

亞莉安娜和辛西婭艾利沃主演電影《魔法壞女巫》，一同揭開童話故事《綠野仙蹤》女巫
的起源故事，兩位演員因此有了好交情，甚至一起去刺青，向對方的角色致敬。
亞莉安娜表示：「我在大腿後側刺了一個代表艾法芭的心形字母E，而她則在大腿後側刺
了代表格琳達的字母G。」

https://i.imgur.com/25XmF6o.png

辛西婭艾利沃也分享，兩人建立的感情連結來自一種歡樂的探索精神，「我希望我們永遠
不會失去那份對於玩樂的熱愛，那是我真的很享受的事情，那種想要學習和發現更多的需
求。」兩位演員充分利用熱情，盡量讓兩個角色充滿人性和無限可能。

此外，亞莉安娜認為，這兩個角色會像那兩個刺青一樣永遠陪伴著她們，「格琳達和艾法
芭這兩個角色最美好的地方在於，每個人都能在她們身上看到自己的某些特質。」尤其這
兩個角色代表了多元化的複雜性、豐富的人性、愛與分歧等層面。

另一方面，喬納森貝利片中飾演費耶羅，以玩世不恭的貴族男孩形象登場，電影中他演唱
的歌曲《Dancing Through Life》展露其魅力及歌舞實力，喬納森貝利直呼和本片演員一
起合作拍片非常令人興奮，「你為了一段舞蹈排練了五個月，然後有一天就和大家在拍片
現場一起表演，那種感覺真是電力十足。」

—"
729,[討論] 希望max不會步上disney+後塵,10426,"幾年前還叫HBO max就一直傳出登台
一路等到我都不太在乎了結果現在就來了
我無比期待無非是為了華納旗下大量的電影資源
當然才上線幾天數量當然差強人意,和其他問題
我不禁想起幾年前disney+上線時的狀況

當時disney+剛上也是有各式問題
我完全是為了福斯底下的片才訂的
頂多小追一下漫威和迪士尼舊動畫而已
一開始片庫偏少,一堆福斯我想看的都沒有
我也想說給他時間補足,總不能太急嘛
結果很多個月過去他都一直上明顯不多人會看的
就是以前衛視電影台會播的冷門片
我就漸漸對他失去信心,之後就不訂了

現在max上線起點長得跟迪士尼當年一樣
甚至聽說比go時期還少,不禁有些擔心
我幾年前用過go,就覺得少一堆東西
很期待max能完全解放大部分的東西
像迪士尼國外還有個叫hulu 的
所以多少不完整還能理解
max也就這個平台,應該不至於這樣
就只能祈禱max接下來都會陸續上華納的電影
（靠北克林伊斯威特的片才兩部我要看殺無赦啦）
而不是上一堆阿里不答的東西

然後順便問一下pc沒有4k是正常的嗎？
我高級方案欸,別跟我說只有電視才有
我網站是有顯示4k,但實際看感覺沒有

"
730,[普雷] 短片《收攤之後》、《雲端上的消防隊》,10426,"很近很遠，工作與家庭的衡量之重

錢多、事少、離家近，幾乎是很多人對於工作的夢幻選擇，但往往現實不可能兩全其美，
甚至有工作做就偷笑的局面比比皆是，如今台灣許多人對於工作與生活，開始有平衡的想
法，但還是有一些工作其實無法完全衡量其中的比重，但往往這些工作有些很重要，或這
項工作是常人不太了解的工作模式和規範，這也使家庭和工作之間往往有所矛盾，但也因
如此更加考驗在兩者之間，勞工的選擇與追求著甚麼樣的工作意義。

公視紀錄片，《收攤之後》與《雲端上的消防隊》分別講述兩項職業：市場菜販與消防隊
。《收攤之後》導演拍攝一家人經營的菜販，父親是傳統的大男人，不擅與一家人交流，
導演想透過鏡頭來牽起與父親對話的橋樑。《雲端上的消防隊》拍攝全台最高的阿里山分
隊，比起打火，他們更擅長處理山難，卻也面臨與親友分隔兩處的局面。











《收攤之後》和《雲端上的消防隊》是什麼電影：

家庭與工作兩者在我們一生中可說是密不可分，從一人世界、兩人生活、到三、四人小家
庭，有時候連同男女雙方的親人，組成課本常見的家庭範本。而當走入這樣，不只在為自
己負責，而是維持與照顧他人的生活，從被養育之人成了養育他人的人，讓一份工作除了
維生，也是經濟與讓人思考之處。

雖然網路上很玩笑的指出有婚姻家庭的人比起單身者更能任勞任怨，但也變相的反映出，
工作其實很大方面影響著家庭，開銷是一點，時間和相處方式也是另一重點。

電影《收攤之後》是以家族經營的菜販為主的紀錄短片，導演拍攝父親從年輕時就一直打
拼的蔬果店，如今由弟弟與媽媽一起負責，但因為父親大男人的性格和不擅溝通的個性，
使一家子明明在同一個地方工作，卻毫無交集，甚至常為此傷和氣。導演想透過拍攝一些
影片與父親溝通，撐起一個家的父親是辛苦的，但在工作之後，有些堆積已久的家庭問題
需要解決。







與《收攤之後》一家人工作的型態相反，紀錄短片《雲端上的消防隊》，則是拍攝全台最
高的阿里山消防隊。

阿里山分隊位處觀光地，海拔高達兩千多公尺，只有11人的消防隊卻要管半座山，並分
批24小時輪班。在山上的作息是單純且無聊，但常常出現意外狀況，比起救火，他們更擅
長救災與處理登山者的意外。這工作不只讓他們與家人、朋友有所距離，而每當意外發生
，他們也看常看見一個家庭的破碎，和遇難者在救護過程中逝去。


《收攤之後》和《雲端上的消防隊》分析與延伸：

雖然每個人都希望自己的工作規律，並有更多自由與空閒的時間。但並不是所有的工作都
與大眾相同，在《收攤之後》紀錄片裡就展現菜販的作息，因為早市的關係，故通常在進
貨都會在凌晨進行，這點跟許多肉販、魚販的狀況都很類似。確認食材的新鮮度，透果與
批發商的篩選、議價，也很挑戰體力，並且如果是冬天凌晨，可以說是一場硬戰。

以家族攤販為例通常如果只有早市會從凌晨一點工作至下午五點左右，但如果加上晚市、
黃昏市場，則會一路到七點，這早起晚睡的作息往往會造成體力透支，故單靠家庭單方面
支撐往往會在早、晚選擇一個時間點。



《收攤之後》紀錄片拍攝出關於菜販長時間的工作與將工作和生活混淆一起，造成家庭常
久的問題，這也使導演有想拍攝紀錄片的念頭，試圖與老闆也是他父親溝通，家庭長久在
一個老闆與生為父親兩者身份對於家庭成員的問題。

《雲端上的消防隊》則是以遠離家庭，在高海拔區域的消防工作紀錄為主，拍攝在阿里山
上工作的十一位消防隊員，他們輪流下山購買食材、煮飯、排班與出任務。同時透過僅限
的網路和手機與在平地的家人溝通與視訊通話。

在家庭中長期缺席的家人與錯過孩子的成長，但同時消防隊員在山上處理各種突發狀況，
尤其像是天災造成的自然傷害或是山客意外，許多時間點阿里山消防隊也是在防止另一個
家庭的悲劇發生，但同時他們也是犧牲自己與家人相處的時間點，在山上勤務。











這部片，導演－黃威勝，是拍攝團隊在阿里山分隊駐點48觀察紀錄，除了拍攝每天的作息
外，也訪談在山上多年幾名隊員許多救助山難或尋找失蹤者的狀況。只要是一有事件發生
，往往會要進入山林三、四天黃金72小時的搜尋，也在救援到遇難或傷者，救護人員需要
與時間賽跑，從山上到山下最快需要四個多小時的時間點，導致許多傷患往往在車上過世
，雖然這是就是他們在山上的意義，但救護人員還是希望，不要再更新救護日誌和收到家
屬答謝信，降低山難的發生。


《收攤之後》和《雲端上的消防隊》值得一看嗎：

台灣土地上有大大小小的故事，但在資訊爆炸的年代並非每件故事都能被看見，尤其是屬
於個人或一個群體的小故事。

不管是《收攤之後》市場經營攤販的家庭或是《雲端上的消防隊》在阿里山上執勤的消防
人員，背後的有著不得不做這項工作與該如何在此取於家庭平衡的原因，在家庭裡工作與
離開家到遠方工作，兩者各有各的難處，不管是太近或太遠，兩部影片都有著工作與家庭
分不開的局面，值得讓人思考的底方。





雖然都沒有太過厲害的拍攝手法與故事內容，但《收攤之後》中是台灣傳統社會下，做上
小生意家庭之間的難處，當一家人都跳下來店鋪幫忙生計，並茄傳承下來，工作家庭都混
在一起，很多時候老闆員工跟親子之間的關係混淆，也導致裡面拍攝自己家庭導演本人的
狀況，因為太近該如何跟父親談話，又父親如何看待他這唯一沒有接下店鋪的兒子，其實
是一種看似簡單，卻也困難的家庭功課。

紀錄片《雲端上的消防隊》則是比較可以預想得到內容，本身在全台灣最高地點，阿里山
消防隊的特殊性，和救援與輪班警消公職人員必須的職務，這部片其實走向是可預料的，
這也加強了這些消防隊在每每看待一場山難與憾事發生，即便遭遇太多，但還是無法無感
的看待一個人在自己眼前離開。

一個家庭從此有人缺席，和自己還活在山間，卻因工作與山下家人、親友分隔兩地，選擇
工作或家人，也成了一個困難之舉。









透過這些紀錄，也許在一些人眼中是無聊且日常瑣事，不如電影劇情般來得有趣的反轉再
反轉，但我覺得這些樸實的故事有時候很有意思，也因為透過這些日常可以知道台灣家庭
和工作是怎樣的狀況，雖然並不是常人的朝九晚五，但也可以看見各行各業在兩者之間如
何處理工作與家庭狀況，而且片長不長，讓人更可以簡單的看一齣，屬於台灣人的故事。

https://youtu.be/LwFrTc0UHIc

https://youtu.be/pe-Lr9v0_N0

"
731,[好無雷] 《Fighting！女孩們》啦啦隊青春物語,10426,"假日正好有空就去電影院看了這部電影
（差點包場 假日下午只有兩個人看……）
本來只是打發時間沒什麼期待，沒想到意外好看！
一定要推薦一下
尤其是喜歡90年代KPOP的人會很有感
https://i.imgur.com/X5f3B9b.jpeg


劇情背景是1999年韓國巨濟島
女主角是期待成為舞者的高中女生
學校沒有舞蹈社，因緣際會和同學們組成了啦啦隊
要為學校萬年常敗足球隊應援

整部電影的節奏輕鬆，摻雜了點現實的哀愁
但整體還是看了心情很好！
我和另一個觀眾看得哈哈大笑
是集合了友情和親情的好片（感情線幾乎沒有）

電影配樂用了很多90年代的韓國流行歌曲
既懷舊又順耳
可惜的是歌曲都沒有翻譯歌詞
（還有一開始的統營[地名]翻成通x，不曉得是故意還是翻錯）
但瑕不掩瑜啦

"
732,[LIVE] HBO 21:00 叛諜檔案(The Bricklayer),10426,"HBO
叛諜檔案(The Bricklayer)
2024-11-24(日) 21:00

導演  雷尼·哈林
主演
艾倫·艾克哈特
妮娜·杜波夫
提姆·布萊克·尼爾森
伊芬內甚·哈德拉
小克利夫頓·柯林斯

《叛諜檔案》（英語：The Bricklayer）是一部2024年美國動作驚悚片，由漢娜·韋格（
Hanna Weg）和馬特·約翰遜（Matt Johnson）編劇，雷尼·哈林執導，艾倫·艾克哈特
、妮娜·杜波夫、提姆·布萊克·尼爾森、伊芬內甚·哈德拉和小克利夫頓·柯林斯主演
。電影改編自保羅·林賽（Paul Lindsay）以諾亞·博伊德（Noah Boyd）為筆名出版的
2010年同名小說；講述水泥匠兼前中情局探員韋爾（Vail）接受秘密委託，前往希臘，調
查同事好友之死，並阻止一場犯罪組織策畫的陰謀。

電影2024年1月5日在美國及台灣上映，並且於2024年8月3日於串流平台HBO GO上架。。

"
733,[討論] 金馬獎陸港來賓的疑問,10426,"認真問，沒反串！
不是香港跟大陸藝人不能來台參加金馬獎嗎？
怎麼今年大陸耿軍導演還有吳君如還有一些大陸香港藝人都有來參加？
他們回去不怕被封殺嗎？

"
734,Re: [討論] 真的，真的太醜了！沒辦法看下去,10426,"可是這部的主題就是得找個醜的啊，找個正的綠皮告訴我她從小被霸凌根本沒說服力吧，很
多拍霸凌的這樣搞我都覺得超出戲，更別說還要再演遇到好心人拉她一把，周糟有個正妹被
霸凌我也會很好心伸出援手
"
735,[普好雷] 魔法壞女巫,10426,"今天去看了早場

我完全沒看過原劇也不知道劇情

演員只認識楊紫瓊、Ariana Grande

不是專業音樂劇粉

是歌好聽就會看的那種

現場只看過搖滾莫札特 其他劇看官攝

對電影院的設備都不懂 都就近淡水國賓看一看

也沒有什麼文學造詣

是一個極為粗糙且普通的觀眾


劇情：

感覺原劇的故事應該是刻劃的很細膩的那種

所以電影版想把所有的事情都交代清楚(？)

但效果沒有很好 看一看會有「嗯？？？」的感覺

不過...都拍到這個時間長度了 還分上下集

劇本還這麼鬆散 令人驚訝


大部分的劇情是能靠我自己的腦袋去補丁

但有兩個部分不是很喜歡 也很莫名其妙


1.葛琳達跟王子說圖書館裡有很多""古籍""

然後過沒多久王子開始跳舞

好 音樂劇 圖書館不用安靜

但踩書丟書是怎麼回事...

不覺得那樣很帥很浪漫很有趣


2.王子帶大家去夜店(？)的那段無聲舞蹈

我沒看過原劇 看這段真的很尬也很多問號

不懂跳舞的意義 也不理解艾法芭在哭什麼



畫面：

感覺這個電影砸很多錢

東西都有 還很豪華 但沒有融在一起

有的人像童話裡的人 有的人像現代人

劇情微妙割裂 畫面也是


可能淡水國賓2廳有問題 還是片源有問題

很多部份暗到不行 演員的臉都看不清楚

還有蠻多特寫臉部鏡頭

我坐正中間的位子 常常看到人臉糊掉

片尾字幕的字也微糊



演員部分：


《艾法芭》

因為我曾住在非洲五年 很習慣看非裔

所以對於她的外貌我沒有特別的感覺

演的好嗎？因為我不認識Cynthia

但感覺得到她是一位有演技的演員

希茲大學可能沒有限定入學年齡

但大家都刻意表現的過於青春

就會顯得學生都挺超齡的

艾法芭一臉綠加一身暗+舊 更顯老了就很硬傷



《葛琳達》

以前只看過她唱歌

沒想到演技還蠻好的 一點都不出戲

可以透過她的眼睛感受到情緒

蠻好的 蠻好的


《王子》

愛情來的太快就像龍捲風


結論：

會想去追原劇

明年如果出下集會去看

會想要換個觀影體驗好一點的電影院看

大概這樣 謝謝大家


"
736,[公告] 水桶,10426,"https://i.imgur.com/HCNGFMl.jpeg

https://www.ptt.cc/bbs/movie_Picket/M.1732436205.A.A0D.html

狗嘴吐不出象牙是常用俗語
巨嬰雖有負面意思，但是不到辱罵

瘋子是罵人

但觀察前後文，檢舉人先進行攻擊
且是大量的攻擊
同時辱罵別人的小孩和鼓吹自殺等極端行為
對此行為做出反擊是情理之內

故判決被檢舉人水桶一天，做為警告

"
737,[討論] 近十年有好看的現代歌舞片嗎？,10426,"我以前很喜歡看歌喉讚和舞力全開系列，俊男美女唱歌跳舞就很好看，兩個都拍了好幾集
續集，類似舞力的其它電影好像也拍了幾部，但這十年好像已經沒有這類電影了？

像大娛樂家這種以百老匯那種音樂舞台劇為基礎的歌舞片近年還是有，甚至好像有比較多
？但是像歌喉讚這類以現代歌唱舞蹈為基礎的我真的一時之間想不太到...

感覺大眾取向的電影真的快被動作爽片完全取代了，以前美國拍了很多喜劇片也不錯看，
現在喜劇片也是越拍越少了。

"
738,[新聞] 《復仇者5》號稱會有一「知名」角色首,10426,"《復仇者5》號稱會有一「知名」角色首次亮相

https://www.epochtimes.com/b5/24/11/24/n14377548.htm

（大紀元記者葉子杰編譯報導）當地23日，傳出漫威影業目前正在為《復仇者聯盟5：末日
之戰》（暫譯）選一個「秘密角色」，而且是「知名」的漫威角色。

據《ComicBookMovie》報導，好萊塢消息人士丹尼爾‧瑞奇曼（Daniel Richtman）表示，
漫威目前正在為《復仇者聯盟5》（Avengers: Doomsday）選一位「秘密角色」。這位英雄
或反派沒有具名，但被描述為「知名的漫威角色」，且該角色將繼續在《復仇者聯盟6》
（Avengers: Secret Wars）中扮演更重要的角色。

據外媒猜測，該角色有可能是超級反派「超越者」（Beyonder）或「分子人」（Molecule
Man），但是否可稱為「知名」還有待商榷。

另據外媒報導，一位業內人士最近透露，漫威正計劃將超級英雄「神力人」納入《復仇者聯
盟5》和《復仇者聯盟6》中。漫威內部人士亞歷克斯‧佩雷斯（Alex Perez）在18日的一次
問題中談到「神力人」的未來，「他顯然會出現在下一部復仇者聯盟的電影中，所以看看他
的故事發展會很有趣」。

目前，羅素兄弟安東尼‧羅素（Anthony Russo）和約瑟夫‧羅素（Joseph Russo）將回歸
執導《復仇者聯盟》第五部和第六部續集，而小勞勃‧道尼（Robert Downey Jr.）則主演
超級反派「末日博士」（Doctor Doom），也是續集中的核心角色。

10月底，導演約瑟夫‧羅素在MCM動漫展上向《GamesRadar》透露他們會回歸執導的主因，
「如果我們不覺得我們的故事能與《復仇者聯盟：終局之戰》和《復仇者聯盟：末日之戰》
平起平坐，我們為什麼還要回來呢？除非故事核心有一個真正爆炸性的構想。」

20日，漫威總裁凱文‧費吉（Kevin Feige）也確認，驚奇4超人會出現在復仇者聯盟續集中
，並且觀眾將在接下來的幾部電影中看到更多X戰警成員出現在漫威電影。據《ScreenRant
》報導，除了驚奇4超人，雷霆特攻隊成員也將在續集中現身。

《復仇者聯盟5》和《復仇者聯盟6》分別於2026年5月1日及2027年5月7日在美國上映。


"
739,Re: [討論] 希望max不會步上disney+後塵,10426,"剛好看到有網友分享Max心得也來分享我的，
我也是Max一上線就訂了，之前並沒有訂Go。

先說優點吧，以一個剛上線的串流業者來說，我對Max的片單是滿意的，
不管這些電影我喜不喜歡，至少他有大部分一線的電影強片，而這正是我要的，
然後雖然我不是魔戒迷，也從沒有認真看過這部經典系列電影，
但三部正傳都有加長版，算是誠意滿滿，打算找時間好好欣賞這部巨作，
接下來就要看Max每個月更新的片單有沒有誠意了~

再來要說缺點，看了幾天下來，讓我最不能接受的一點是Max修改某些電影的畫面比例，
以超級瑪利歐電影版這部片來說應是常見的1:2.39比例，Max提供的是1:1.78(16:9)，
我不知道一般在看串流的用戶是怎麼想的，但我認為既然花錢看串流，
我不奢求一定要有什麼像D+的IMAX增幅，也不要求畫質細膩度上要跟藍光一樣好，
甚至是幕後花絮那些都可有可無，但在畫面比例和內容上，至少要跟藍光是一樣的吧...
1:2.39裁切成16:9，切掉一堆畫面構圖都不一樣了，觀影感受自然也會大打折扣。
另外一個很大的缺點是似乎不是所有電影都有中文字幕，
經典恐怖片鬼店就沒有，不知未來有沒有機會更新補上，
不然英語能力不佳的我實在無緣欣賞啊~

※ 引述《tilwemeet (莓味)》之銘言：
: 幾年前還叫HBO max就一直傳出登台
: 一路等到我都不太在乎了結果現在就來了
: 我無比期待無非是為了華納旗下大量的電影資源
: 當然才上線幾天數量當然差強人意,和其他問題
: 我不禁想起幾年前disney+上線時的狀況
: 當時disney+剛上也是有各式問題
: 我完全是為了福斯底下的片才訂的
: 頂多小追一下漫威和迪士尼舊動畫而已
: 一開始片庫偏少,一堆福斯我想看的都沒有
: 我也想說給他時間補足,總不能太急嘛
: 結果很多個月過去他都一直上明顯不多人會看的
: 就是以前衛視電影台會播的冷門片
: 我就漸漸對他失去信心,之後就不訂了
: 現在max上線起點長得跟迪士尼當年一樣
: 甚至聽說比go時期還少,不禁有些擔心
: 我幾年前用過go,就覺得少一堆東西
: 很期待max能完全解放大部分的東西
: 像迪士尼國外還有個叫hulu 的
: 所以多少不完整還能理解
: max也就這個平台,應該不至於這樣
: 就只能祈禱max接下來都會陸續上華納的電影
: （靠北克林伊斯威特的片才兩部我要看殺無赦啦）
: 而不是上一堆阿里不答的東西
: 然後順便問一下pc沒有4k是正常的嗎？
: 我高級方案欸,別跟我說只有電視才有
: 我網站是有顯示4k,但實際看感覺沒有
:
: "
740,Re: [討論] 真的，真的太醜了！沒辦法看下去,10426,"※ 引述《larry0323 (larry0323)》之銘言：
: https://i.imgur.com/sosMQi5.jpeg
: 同樣是黑皮膚塗成綠色
: 連找個鼻樑挺鼻子尖鼻孔小臉小的美女都不會

呃
魔法壞女巫不是音樂劇改編成的
不能只找好看的
還要會唱的

辛西亞的音樂劇知名度在百老匯很有名
甚至超過亞麗安娜的

不然迪士尼也不會在二十一世紀
讓她演藍仙子
唱when you wish upon a star
https://youtu.be/HSy3tE4HKsc?si=33D0KRr7Zb-DWuSR

知道二十一世紀有誰唱過
阿妹
https://youtu.be/DzwAoXjnvQ4?si=kGt3qY1Z7b9V6poY

 christina
https://youtu.be/blHjsNTUtLM?si=9eIRWNKypUaU9g0j

"
741,[情報] 11/24 當週12部新片預告+Youtube觀看排行,10426,"
本週上映新片 12 部


1.魔法壞女巫－43萬
2.春行－19萬
3.女兒的女兒－18萬
4.來自地獄的邪靈－7.2萬
5.偶像大師 劇場版：前往光輝的另一端－4.4萬

"
742,[問片] 老茅山道士片,10426,"演員有誰基本上全忘了
也忘了是台片還港片

劇情上只記得除了大人道士外

還有小女孩和男小鬼

以及常常穿梭在道具之間
（道具：假人偶、紙房子、紙衣服等等）

印象比較深的是結局的時候

部分主角跳往道具裡面
並且把Boss一同關進道具裡
再把道具火焚掉 就完結了

基本上結局比較有印象
而且算是哭戲的悲劇收場 就轉片尾字幕

 希望有大神知道

"
