,標題,分類,內文
106,Re: [請益]中年職業生涯請益,4004,"※ 引述《popoblue (老天爺幫幫忙)》之銘言：
: 我目前41歲，私立資管學士，是一個前端工程師。
: 家住台北，沒有立即的經濟壓力，有年齡壓力但是沒有時間壓力，
: 有時間學新技術。
: 想要離開前端產業，覺得發展有限，
: 就算網頁技術與手機APP技術全部做一輪，
: 對我來說好像也到頭了，總之我不想當前端工程師了。
: 現在看到不少硬體廠商在台擴建，那些廠商又有自己的下游，
: 擴建的廠商會有人力的需求，
: 硬體公司放在那邊，工廠不能空轉就得找人做事。
: 想要轉過去，至少還能找能動腦筋的工作。
: 有看到台積電等廠商有開設相關學程，
: 請問依照我的情況，你們覺得完成相關學程會有機會進入該產業嗎？
: 還是要去唸資工研究所，要需要一定要是公立研究所嗎？
: 我有去台北車站的補習街問相關的資訊，
: 我問的幾間補習班好像對這種需求不熟悉。
: 如果硬體RD相關的工作沒有機會，請問測試類的工作會有機會嗎？
: 如果是，要如何準備？
: 比較低階的工作我也能接受，
: 但若是組裝線、保全等等就跟這產業沒有關連了。
: 不好意思這是我借來的帳號提問，我自己帳號的權限不足，
: 不過我保證我是真的人，問的問題也是真的。


我個人認為 41歲 還想轉職重新來過

是不太建議技術職

等你另一個技術滿點後 同樣會有一樣問題

而且會有時間成本考量

如果你真的想轉職

我建議轉三類組 學士後護理 未來有機會移民

或水電 案源做起來 月薪不會低


如果仍要從事科技業 我個人推pm fae marketimg

這不會完全脫離技術 但又是新的領域

錢對你來說不是問題 不過得考量時間成本



"
107,[新聞] AI技術不斷進步，其對於電網的渴望正轉向,4004,"AI技術不斷進步，其對於電網的渴望正轉向SMR，核能需求的大爆發

原文網址:https://bit.ly/3DkTZu0

原文:
最新一代的大型語言模型比以前的AI模型需要更多的運算能力和能源。因此，科技領導者
正在團結起來加速能源轉型，包括投資核能等替代能源。

近年來，大型科技公司致力於推動淨零目標。Meta和谷歌的目標是到2030年在所有業務中
實現淨零排放。同樣，微軟的目標是到 2030 年實現「排碳負、水資源正效益、零浪費」
。

Meta於2024年12月初宣布，正在尋找核能合作夥伴，以實現其AI目標。Meta正在尋找能夠
許可證、設計、工程、融資、建造和營運發電廠以創造長期核資源的合作夥伴。

Meta認為能源是成為AI進步的第一大瓶頸，因為Meta建構了開源大型語言模型Llama，消
耗大量能源和水，來為其AI模型提供動力。為了長期競爭，大型科技廠商必須往核能佈局
。

說起來容易做起來難。美國幾十年來建造的第一座全新核反應爐於2023年開始運作。這一
時程比預期晚了7年，預算超支170億美元。因此，開發人員現在正在設計稱為小型模組化
反應爐（SMR）的下一代技術，該技術有望使專案的建造和選址變得更加容易，表面上可
以降低成本。這些先進的反應爐預計要到2030年代才能投入商業應用。

經過數十年老化的反應爐關閉後，隨著公司尋找發電方式而不產生導致氣候變遷的碳排放
，核子格局開始改變。核電廠越來越被視為一種無碳污染的電力來源。

專家表示，政府支持是推動國家核子議程是關鍵。因為對AI的需求不斷成長，特別是在推
理AI，將極大地改變美國的電力消耗方式。

由於川普已經宣布，將解決兩個關鍵的監管瓶頸，分別是更快的核能許可和接入電網連接
，讓這些大型科技公司可以無後顧之憂，發展AI，成就美國在AI領域的領導地位，這攸關
於美國國家安全。

科技公司尋求新的能源解決方案，因為他們的AI模型消耗大量能源。ChatGPT 由OpenAI的
GPT-4提供支持，每天回答數億個查詢所需的電力是美國普通家庭17,000倍以上。麥肯錫
的一份報告稱，到2030年，支援這些AI模型的訓練和部署的數據中心將占美國電力需求的
11%至12%，高於目前的3%至4%。

有些科技公司為了短期競爭力緣故，先轉向化石燃料發電。例如：谷歌在2024年永續發展
報告中表示，2019年至2023年間，谷歌的溫室氣體排放量激增了 48%，主要是由於數據中
心能源消耗和供應鏈排放量的增加。因此，加速採用核能將是科技公司發展AI的優先事項
，又可能減碳符合國際標準。畢竟，目前來看，核能似乎是唯一消化AI數據中心的關鍵技
術啊！

"
108,徵減重代言人10名,4004,"本公司誠徵減重代言人10名，意者請加Line，帳號是0912380382

"
109,[新聞] 中美晶強迫員工預支特休1個月　喊「共體,4004,"https://finance.ettoday.net/news/2872391

中美晶強迫員工預支特休1個月　喊「共體時艱」減薪

記者高兆麟／綜合報導

成立43年的太陽能矽晶圓製造廠中美晶（5483）爆強迫員工自明（2025）年1月7日起強制
特休1個月，若年假不夠用，還要採「預支」的方式處理，明年農曆年後訂單量不足支撐
整月上班天數，休假的人以半薪價計算，同時要求一定職級以上人員減薪，希望能共體時
艱。

針對員工爆料，《ETtoday新聞雲》以電話跟電子郵件詢問公司，發言系統並未置評。

中美晶前三季歸屬母公司業主淨利48.72億元、年減35.85%，每股盈餘8.7元，受限於本業
太陽能售價不佳影響，本業營運蒙塵，惟業外環球晶（6488)、台特化（4772）、朋程
(8255)等業績貢獻，獲利表現仍維持一定水準。

中美晶目前員工人數共850人，據員工向《ETtoday新聞雲》爆料，資方11日召開勞資會議
臨時會，明年1月7日起至2月4日工廠生產線停線，提早放農曆年假，但扣除國定年假，其
餘日期要求員工以個人補休或特休支應，特休不足則預支特休，不僅於此，年後訂單量不
足，休假以半薪計。

根據投訴指出，中美晶初步告知員工，12月份正常出勤全力生產，明年1月6日中午停線、
下午5點開始全員休公假，當晚6點尾牙，明年1月7日起（含1月6日夜班）至2月4日為廠休
，2月5日復機，2月6日上班日要到公司拜天公。

另外，明年1月7日至2月4日，DL（直接員工）/IDL（間接員工）全員休假，以特補休優先
，不足則預支特休，若依然不足時以事不扣全勤請假。

休假期間若有需要出勤，需由處長級決定，須經高層審核確認後才可上班，職級G8以上的
員工要先共體時艱配合減薪；明年2月6日上班後若訂單量不足整月上班天數，若有休假則
以半薪假為主；舉例若明年2月6日上班後，當月總工作量18天，訂單量可支撐10天，8天
需休假以半薪價計算。


"
110,[新聞] 性價比高！日媒揭台積電熊本廠員工餐 「,4004,"

新聞標題： 性價比高！日媒揭台積電熊本廠員工餐 「祕製炸雞蓋飯」最受歡迎

2024-12-12 17:02 聯合報 編譯茅毅／即時報導


日本地方電視台「熊本朝日放送」（KAB）11日報導，台積電設在日本九州熊本縣的「熊
本1廠」今年正式營運，廠內員工餐廳中最受歡迎的是1道特製炸雞蓋飯。


該廠位於熊本縣菊池郡菊陽町，原本是一片農田。KAB日前好不容易獲准進入該廠拍攝與
採訪，午餐時也到能容納900人、不對外開放的員工餐廳一探究竟。


由於該廠產線採24小時運作，因此員工餐廳的開放時間自凌晨3時至隔天的1時半，等於僅
休息90分鐘。


在員工餐廳的菜單中，高麗菜捲套餐1份617日圓（約台幣134元），人氣最高而且被認為
性價比最划算的料理則是特製炸雞蓋飯，價格580日圓（約台幣126元）。


除了蓋飯，也有日本人愛吃的咖哩飯、蕎麥麵、烏龍麵及拉麵等料理，甚至有素食自助餐
。


新聞來源： https://reurl.cc/jQlYdM

"
111,[新聞]通用 Robotaxi 夢碎、微軟也虧錢，特斯拉,4004,"通用 Robotaxi 夢碎、微軟也虧錢，特斯拉、Waymo 俏

https://tinyurl.com/2ctbsysv

美國汽車巨頭通用（GM）決定停止開發自駕計程車（Robotaxi），子公司 Cruise 金主之
一微軟（Microsoft）也將認列 8 億美元損失。展望未來，電動車巨頭特斯拉（Tesla）
和 Alphabet 旗下的自駕子公司 Waymo 將爭奪自駕計程車市占率。

綜合外媒報導，通用10日宣布將不再對Cruise的自駕計程車項目提供資金，未來擬重新調
整自駕策略，優先開發先進駕駛輔助系統（ADAS）和用於個人汽車的自駕系統，尤其著重
半自駕系統Super Cruise。

繼通用宣布停止投資自駕計程車開發後，微軟11日表示，將認列8億美元費用，以減記對
Cruise的投資，預計將帶來美股9美分的負面影響；微軟自2021年來開始對Cruise進行少
數股權投資。

通用自2016年來砸下逾100億美元投資Cruise，但Cruise去年涉入致命事故，重創通用發
展自駕車的願景。通用指出，自駕計程車市場競爭愈趨激烈，且擴大業務規模須耗費大量
時間和資源。

知名財經網站霸榮分析，通用退出後，自駕計程車市場呈現由特斯拉和Waymo「兩強相爭
」的局面，特斯拉和Alphabet股價11日分別勁漲5.93%、5.46%。

Waymo的自駕計程車業務已取得很大進展，迄今已達成每週載客15萬次的里程碑，特斯拉
則計劃於2025年底推出自駕計程車服務。

Battleroad Research分析師Ben Rose給予特斯拉股價「買進」評等，並稱特斯拉和Waymo
在自駕領域遙遙領先。


"
112,[新聞] 史上第1人！馬斯克身家突破4000億美元,4004,"https://ec.ltn.com.tw/article/breakingnews/4891249

史上第1人！馬斯克身家突破4000億美元

2024/12/12 08:50

https://img.ltn.com.tw/Upload/business/page/800/2024/12/12/phpXRbXOk.jpg
特斯拉執行長馬斯克（Elon Musk）。（路透資料照）

歐祥義／核稿編輯

〔財經頻道／綜合報導〕美國總統當選人川普（Donald Trump）上（11）月勝選以來，特
斯拉（Tesla）執行長馬斯克（Elon Musk）的財富急遽增加，週三（11日）成為史上第1
個淨資產達到4000億美元（約新台幣13.03兆元）大關的人，寫下世界首富的新里程碑。

根據彭博億萬富豪指數（Bloomberg Billionaires Index），近期的催化劑是馬斯克私人
持有的SpaceX內部股票出售，這使馬斯克的淨資產增加約500億美元（約新台幣1.62兆元
）。週三，特斯拉股價狂飆近6％，創下歷史新高，進一步將馬斯克的財富推上4470億美
元（約新台幣14.56兆元）。

馬斯克淨資產單日大增628億美元（約新台幣2.04兆元），刷新歷史最高紀錄，同時也幫
助全球前500大富豪的總財富首度突破10兆美元（約新台幣325.85兆元）。根據世界銀行
（World Bank）數據，這一規模相當於德國、日本和澳洲去年GDP總和。

自2024年初以來，馬斯克的淨資產增加了約2180億美元（約新台幣7.1兆元），遠遠領先
其他富豪。特斯拉的股票佔馬斯克財富的大部份，今年股價已漲71％，週三收在424.77美
元，刷新2021年創下的歷史新高。

外界預期，川普將精簡自動駕駛車的推出，並取消電動車的稅收抵免，進而對汽車產業競
爭對手產生影響，提振特斯拉的股價。馬斯克也將在川普新團隊中擔任要角，負責掌管新
成立的政府效率部。

與此同時，馬斯克的人工智慧新創xAI自5月增資以來，價值已增加1倍多，達到500億美元
（約新台幣1.62兆元）；SpaceX及其投資人則同意從員工和其他公司內部人士手中購買價
值12.5億美元（約新台幣407.31億元）的股票，這筆交易使這家太空探索公司市值約3500
億美元（約新台幣11.4兆元），成為世界最有價值的私人新創。

"
113,Re: [請益] 聯發科行政就能年薪300萬以上？,4004,"※ 引述《bmw606042001 (多空雙buff)》之銘言：
: 昨天看了一個平常有在追的房產頻道
: 出處在這
: https://youtu.be/gwPYC3-oQXw?t=1183&si=FVSQGGoLyp61K7fi
: 這段提到發哥非工程師 行政職員也能年薪300以上
: 因為小弟這輩子都是系統仔 視野不夠
: 請問這是真的嗎
: IC廠的行政職員也是輕鬆300萬？
: 掃地阿姨分紅有500萬？(分紅費用化前)
: 這有灌水嗎？

這種就老員工不是嗎？

肥宅之前也遇過這種人，就是公司ㄧ開始的小職員

我叫萬事通，行政助理op人員，

有什麼要簽名要流程，

整天發你根本不會看的mail 行政流程

工程師不是有ㄧ堆文書流程

就是問行政職員，鬼到那種奇怪流程都會

不講誰知道，然後當然有親朋好友，

有些工程師會說他們肥貓，說沒戰力

但台灣社會本來就是這樣啊！


越老越沒戰力能力，

但錢的領比有戰力能力的年輕人多很多

因為流下來的都是爛的，有能力早就當老闆







"
114,[新聞] 年末轉職浪潮，還是很多人想當工程師嗎,4004,"
作者: hank840501 (離線....) 看板: Salary
標題: [新聞] 年末轉職浪潮，還是很多人想當工程師嗎
時間: Thu Dec  5 17:52:45 2024

受到全球AI風潮影響，台灣科技業蓬勃發展，「工程師」成為每個理工人嚮往的夢幻職業
，「護國神山」更是多數人想進入的夢想公司。在人工智慧（AI）的風潮帶領下，台北股
市漲幅更是一度達到成長20%，不斷創下歷史新高，如此快速的成長下也讓網路上出現不
少質疑聲，擔憂「AI是否泡沫化」？也有觀點指出「台灣科技業能夠有亮眼的成績，都要
歸功於不分日夜輪班的作業員及工程師的辛勞」。網友在網路匿名交流平台針對拼命工作
換取高薪的生活進行討論「科技業的大家到底在努力什麼？」，網友回覆：「腳麻了，走
不了」、「覺得自己越努力越痛苦」、「高薪都是用命換來的」......在越來越重視生活
品質的現今，科技業也似乎慢慢褪下職業首選的光芒。

2024年即將進入尾聲，轉職潮也將到來！根據yes123調查顯示，考慮在農曆年前換工作的
上班族高達93.4%，創下了12年來的新高。表示考慮轉職的上班族，已有70.8%開始投遞履
歷！其中9成2的人表示在轉職過程中遭遇了「求職瓶頸」，主要原因為：專業技能不足、
相關工作經驗不出色、履歷及自傳寫不出個人特色......考取電機技師的莊先生分享：「
本身是做配電相關行業，一直覺得自己在學術上的認知很不足、再加上聽聞電機技師的收
入很不錯，所以決定往國家技師考試準備！」

同年上榜電機技師的呂先生也說到：「自己在面試時覺得履歷並沒有突出的地方、同時也
想證明自己的專業能力，所以踏上國考旅程。」隨著產業創新、專業分工的潮流下，針對
不同專業操作範圍，政府法規也不斷更新規範。「技師執照」是屬於國家級執照，共分為
32個類科，針對不同類科會有相對的學經歷規定，顯示出該執照的不可取代性！較多人報
考的類科分別土木、電機及環工，考取土木技師的黃同學分享：「通過技師考試拿到的是
技師證書，還需要兩年相關經驗後才可以領取執照並開始執業。根據個人經歷會有不一樣
的簽證費用，但基本一年會是40萬起跳，再加上月薪，其實一年下來收入是還不錯的，」

新聞來源：https://lihi.cc/Lqaxk

是說最近因為公務員輕生事件被爆出來，彷彿成了台灣職場霸凌的導火線
科技業突然爆料滿多爆料霸凌的事件... 甚至還有輕生的，只是沒被報出來

https://youtu.be/PSgQScEH040?si=DO-Nlt1c3TkxidUX
https://youtu.be/3OYgu5D2cxU?si=0xCZFocbXw_eoqQF
https://youtube.com/shorts/q-lw9QJf3xU?si=tN5ECgtcsppj8ZwL

感覺有個強力條件後，執照、專利，讓自己有自己的事業比較靠普。

（我們排除家裡有巴庫跟有礦ㄏㄏ）

"
115,Re: [新聞] 中美晶強迫員工預支特休1個月　喊「共體,4004,"※ 引述《kevin0210 (好凱文)》之銘言：
: https://finance.ettoday.net/news/2872391
: 中美晶強迫員工預支特休1個月　喊「共體時艱」減薪
: 記者高兆麟／綜合報導
: 成立43年的太陽能矽晶圓製造廠中美晶（5483）爆強迫員工自明（2025）年1月7日起強制
: 特休1個月，若年假不夠用，還要採「預支」的方式處理，明年農曆年後訂單量不足支撐
: 整月上班天數，休假的人以半薪價計算，同時要求一定職級以上人員減薪，希望能共體時
: 艱。
: 中美晶前三季歸屬母公司業主淨利48.72億元、年減35.85%，每股盈餘8.7元，受限於本業
: 太陽能售價不佳影響，本業營運蒙塵，惟業外環球晶（6488)、台特化（4772）、朋程
: (8255)等業績貢獻，獲利表現仍維持一定水準。

自從白賊義那句發明無薪假的應該得諾貝爾獎以後,
好像不把無薪假拿來用就對不起發明無薪假的人一樣...

現在每年到了農曆年前就常態性的要放無薪假、裁員,
以前都是等著領年終好過年,現在都是等著被放假被裁員

你說公司整年度虧錢了放無薪假是不得已而為之,
公司今年每股盈餘還超過8塊,股價高於150的公司你他媽的有臉說這叫共體時艱?

這公司是不是應該先去找蔡力行來當總經理?

"
116,Re: [新聞] AI技術不斷進步，其對於電網的渴望正轉向,4004,"但smr還是遙遙無期，meta最近蓋的data center還是蓋不到核電廠啊

https://reurl.cc/L5NoDL

承諾擁核有轉折，Meta 新建大型資料中心先由天然氣供電

作者 陳 冠榮 | 發布日期 2024 年 12 月 09 日 13:47

里奇蘭郡（Richland Parish）是美國路易斯安那州東北部的鄉村地區，未來將有一座大
型 AI 資料中心進駐，由 Fecebook、Instagram 母公司 Meta 耗資 100 億美元興建而成
。

里奇蘭郡將成為 Meta 新資料中心所在地，這是 Meta 於美國第 23 座、全球第 27 座。
這座客製化設計、加速 AI 發展的資料中心占地超過 1,400 英畝，是 Meta 目前最大的
資料中心。

為興建里奇蘭郡資料中心，Meta 將在路易斯安那州投資逾 100 億美元，並提供超過 500
 個職缺，同時計劃投資逾 2 億美元用於改善當地基礎設施。Meta 預估這座資料中心施
工高峰期，現場將有超過 5,000 名工人作業，整個興建計畫可能持續到 2030 年。

不只如此，Meta 承諾里奇蘭郡資料中心未來使用電力 100% 來自清潔能源和再生能源，
並與從事發電和配電業務的電力公司 Entergy 合作。

值得一提的是，就在宣布里奇蘭郡資料中心前一天，Meta 公開徵求建議書，遴選適合的
核能開發商，目標 2030 年代初期於美國新增 1~4 GW 核能發電能力。

Entergy 自家有核能發電能力，但為服務里奇蘭郡資料中心及周邊地區，先規劃建造 3
部聯合循環燃氣渦輪機（combined-cycle combustion turbine，CCCT），發電總容量達
2,260 MW，其中 2 部設在里奇蘭郡。燃氣發電廠起初具備使用 30% 氫氣和其他燃料混燒
的發電能力，日後經過改良，可望完全利用氫氣發電，還能結合碳捕捉與封存技術。

進一步來看，CCCT 始終需要燃燒天然氣，但其配置比傳統天然氣發電廠帶來的污染較少
。除燃燒天然氣來運轉渦輪機外，CCCT 可利用廢熱來轉動二級蒸汽渦輪機，盡可能地利
用。

美國的南方再生能源協會（Southern Renewable Energy Association，SREA）發表聲明
表達擔憂，燃燒天然氣產生 2,260 MW 電力是個大數字，為供應里奇蘭郡資料中心的發電
量是 Entergy 另為密西西比州亞馬遜資料中心供電的 3 倍多。「SREA 擔心這 3 座燃氣
發電廠將產生大量溫室氣體，而 Entergy 提出未來安裝來減少燃氣發電廠產生溫室氣體
的技術尚未得到證實」，總監 Whit Cox 透過聲明表示。

里奇蘭郡資料中心可讓 Meta 加速 AI 發展，但過程未如承諾而有溫室氣體排放，還有
Entergy 是否能履行改良承諾、氫氣來源的不確定等問題未解，讓 Meta 與 Entergy 的
合作暫時打上問號。

"
117,[新聞] 川普上任前！拜登對中國太陽能產品加徵25,4004,"https://www.ntdtv.com.tw/b5/20241212/video/400089.html

川普上任前！拜登對中國太陽能產品加徵25%關稅

【新唐人亞太台 2024 年 12 月 12 日訊】美國總統拜登的任期不到40天，繼12月初宣布
對中國科技進行第3波制裁後，再度宣布對中國綠能產品、鎢製品，大幅增加關稅，其中
太陽能產品關稅翻倍至50%。

https://youtu.be/-5GX-gkS4R8

美國貿易代表署（USTR）於美東時間11日宣布，2025年1月1日起，對更多中國綠色科技製
品進口加徵關稅，包括關鍵零件的太陽能晶圓和多晶矽，從25%提升到50%關稅；用於製造
電子和半導體的特定鎢製品關稅，將從0增加到25%。

美國總統 拜登（2024.12.11）：「在美國這裡投資，在這裡創造更多就業機會。」

這項措施主要建立在9月拜登政府政策，包含對中國電動車、半導體製品徵收關稅，進一
步升級實施。

外媒《Straight Arrow News》：「一些在越南中企所擁有的太陽能工廠，正在減產和裁
員，根據路透社的最新報導，企業希望避免商務部最近對他們徵收的關稅，稅率高達近
 300%，因此這些陸企正搬到印尼和寮國。」

美國擴大關稅制裁政策，進一步擠壓來自中國太陽能產品生存空間，台灣聯合再生能源、
中美晶集團，週四股價呈現小漲態勢。

台新投顧副總經理 黃文清：「接下來，不管是原來的拜登政府，或者是川普上任之後，
對於中國大陸洗產地的這個問題，會有一定的一個針對性，這個其實都是對於，整個綠能
太陽能產業相對是比較正面的一個影響，美國這邊的一個政策，台灣相關的這些政策，（
台廠）其實都是受惠的。」

隨著川普政府即將上任，可能近一步啟動對中關稅政策，許多製造商正在考慮供應鏈多元
化，以減少對中國投資，以及對其原材料的依賴。

新唐人亞太電視 池千里 沈唯同 台灣台北綜合報導

"
118,Re: [新聞] 晶圓代工成熟製程紅鏈 六折價搶單 衝擊,4004,"紅色供應鏈要打爆全世界 這大概聽了有20年了吧......

從我還是學生的時候 我親戚朋友 同學 很多人都說 台灣以後沒救了 要快去中國卡位

連我舅舅 清大博士 在電子業已經30年的人 在我畢業時 也說 「你們以後大概都要去對
岸的」

高峰期大概是有個叫紫光的說要買台積 聯電 聯發科 日月神教

現在聽說紫光的墳頭草快比人還高了


所以我聽過的這些話 還不止是新聞而已

但我始終認為 「兄弟登山各自努力」吧


產業本來就起起伏伏，我不太知道擔心這些的人是基於什麼原因 好像唯恐天下不亂

全世界沒有半導體 面板 石化 鋼鐵產業的國家ㄧ大堆

他們有因為這樣就全餓死 然後被中國直接併吞統治嗎

當然我也不會刻意拿美中貿易戰 科技封鎖 去打臉我舅舅或是 當初去對岸的朋友

因為他們也只是根據一些他們的想法去推斷

像我這個人從頭到尾就只覺得做好自己的事

剩下的 聽天由命吧

當年韓國針對台灣dram 下的毒手 比對岸還重幾千倍 那台灣dram 真的全死光了嗎

也沒有啊 （米光 邦邦 南亞都還在啊）

對岸能飛天遁地 坦白講也跟我無關

誰東西好又便宜耐用就買誰的 輸人家就想辦法改善

再那邊笑別人目光短淺 不知死活的 不知道是什麼心態



"
119,[問卦] 緯創面試,4004,"各位年薪百萬大家好，

請問緯創面試到人資電話訪談後，有說核薪一週後，但已經過11個工作天，一般來說是多
久呢？目前沒有想打電話確認，想參考多久是正常的？感謝。

"
120,[新聞] 台積電熊本廠待遇曝光！3個月送機票 1年,4004,"台積電熊本廠待遇曝光！3個月送機票 1年拿永久居留

https://ynews.page.link/dbqkF

護國神山台積電（TSMC）積極佈局海外，美國亞利桑那州第1座晶圓廠將於2025初年量產，
日本熊本成立子公司JASM（日本先進半導體製造）第1座廠今年第4季開始量產，第2座廠預
計明年第1季開始建廠，並於2027年量產，也造就不少外派的機會。一名網友近日應徵上台
積電日本廠的工程師，在網路上向前輩探路，讓日廠待遇公開曝光！

網友在《Dcard》論壇PO文「台積電日本海外派任請益」，他表示收到台積電預聘日本海外
派任製程工程師職缺口頭offer，一直有在海外生活夢想的他，相當喜出望外。他坦言對此
職缺主要考慮還是薪資部份，加上外派希望每個月返家一趟，因此上網向前輩們請益，外派
後的外派津貼、生活補貼、住宿補助，以及是否有交通補助等等。

此外，他也擔心薪資貨幣一事，原PO說「支付薪水的貨幣會是台幣還是日圓或者會是比例分
配（還是有點擔心會不會在日本扣完税之後結果沒有比待在台灣多拿多少甚至更少，反而吃
力不討好）；以及未來發展，大約多久可以嘗試申請日本永居權？」

文章曝光後，不少想外派的網友也紛紛卡位等回應，果真釣出台積電日廠學長解答，學長表
示外派想要1個月回台灣一次「別想太多」，因為光是出去玩跟值班就不會想回家，不過3個
月會送「1張機票」。針對薪資部份，學長強調未來都是發日幣，現在混著發，且該有的補
助都有，但未來外派津貼會比現行的制度少，但年薪不會比台灣少。最後，因為日本申請永
久居留權會依條件評分，台積電員工分數夠高保底，學長指出外派日本一年就能拿永久居留
權。


"
121,[新聞] 中美晶澄清 無要求員工強制特休情形,4004,"

中美晶澄清 無要求員工強制特休情形


2024/12/13 12:24:56

經濟日報 記者楊伶雯／台北即時報導


中美晶（5483）13日在公開資訊觀測站針對媒體報導宜蘭太陽能電池廠生產線調整事宜提
出澄清，強調「相關措施為勞資會議的討論議案，並未作成決議，亦無要求員工強制特休
之情形」；中美晶同時表示，「宜蘭廠太陽能電池業務的營收佔公司整體合併營收比例不
及2%，此次生產線的調整並不會對公司的整體營運造成重大影響」。



中美晶公告澄清表示，針對媒體報導宜蘭太陽能電池廠生產線調整事宜，本公司在此澄清

，宜蘭廠12月11日召開的勞資會議，主要目的是為了與員工代表充分溝通宜蘭廠太陽能電
池生產線目前的營運狀況，並共同討論生產線的未來規劃。相關措施為勞資會議的討論議
案，並未作成決議，亦無要求員工強制特休之情形。




中美晶指出，旗下包含半導體、車用及再生能源三大事業體，宜蘭廠太陽能電池業務的營

收佔公司整體合併營收比例不及2%，此次生產線的調整並不會對公司的整體營運造成重大

影響。




中美晶強調，對於台灣製造的高品質高效率的太陽能電池還是深具信心，目前除了期望台
灣太陽能案廠可以盡快恢復成長動能之外，也繼續積極開發海外的太陽能市場訂單中，期
望台灣太陽能電池能繼續在海外市場成長茁壯。





中美晶13日以143.5元開低，一度重挫至跌停138.5元，盤中跌幅逾8%；集團公司股價也是

同步下跌，朋程（8255）盤中跌幅逾4%，環球晶（6488）下跌逾3%，茂矽（2342）及宏捷

科（8086）盤中則下跌逾2%，台特化盤中跌幅相對較小。




https://reurl.cc/mRlgbG

"
122,[請益] 美光現在狀況如何?  年薪落在多少?,4004,"最近收到美光的面試邀約，職位是Q sr eng. 不知道美光的薪資水平故請教各位大大

目前年薪約140，如果去面試的話，這職務開170(+20%)有機會嗎?

想說有機會的話再去，畢竟現職做久了，得心應手也還算舒適，只是沒什麼升遷機會

再請各位大大忙解惑，謝謝

"
123,Re: [新聞] 中美晶澄清 無要求員工強制特休情形,4004,"反正科技廠
要逼你休特休 很簡單啊
確實不強制你休假，但你要來公司上班 可以啊
你把你預計每分鐘要做些什麼 整理了哪些報告
為公司帶來什麼效益 ，每一天出一份報告
並跟你的部門主管review 你是否有必要來上班

做到這樣你還要白目說要上班
那就不要怪你黑掉了


"
124,[新聞] Meta證實 捐贈川普就職基金3252萬元,4004,"https://www.cna.com.tw/news/aopl/202412130082.aspx

Meta證實 捐贈川普就職基金3252萬元

2024/12/13 11:36

（中央社紐約12日綜合外電報導）臉書（Facebook）和Instagram（IG）母公司Meta今天
證實，已向美國總統當選人川普的就職基金捐贈100萬美元（新台幣3252萬元）。

美聯社報導，Meta執行長祖克柏（Mark Zuckerberg）數週前在川普的海湖俱樂部（
Mar-a-Lago）與他私下會面後，有了這項捐款。「華爾街日報」（Wall Street Journal
）率先報導此消息。Meta發言人今天證實確有此事。

獲川普提名為白宮副幕僚長的米勒（Stephen Miller）表示，如同其他企業領導人，祖克
柏想支持川普的經濟計畫。這位科技巨擘執行長與川普關係不睦後，一直努力改變右派人
士對其公司的看法。

川普臉書帳號在2021年1月6日國會山莊暴動事件後遭停權，但在2023年初恢復了川普的帳
號。

然而，川普在這次大選期間仍公開批評祖克柏。今年7月，他在自己的社群網路平台
Truth Social發布訊息，揚言將選舉操控者送進監牢。川普在文中提到他幫Meta執行長取
的綽號，暗指祖克伯利用捐款影響選舉結果，他寫說，「ZUCKERBUCKS，小心了！」

傳統上，企業在總統就職典禮的捐款中占很大比例，但2009年例外，當時的總統當選人歐
巴馬拒絕接受企業捐款。但在2013年的第2次就職典禮時，他改變了這一決定。

臉書未向拜登2021年就職典禮或川普2017年就職典禮捐款。

根據美國聯邦選舉委員會（Federal Election Commission）紀錄，Google對川普首次就
職典禮和拜登就職典禮各捐28萬5000美元；微軟向歐巴馬第2次就職典禮捐贈100萬美元，
對川普2017年就職典禮和拜登就職典禮僅分別捐贈50萬美元。
（譯者：徐睿承/核稿：陳昱婷）1131213

#Meta #川普 #拜登 #美聯社 #海湖俱樂部 #祖克柏 #歐巴馬 #白宮

#華爾街日報 #微軟 #就職典禮

"
125,[新聞] 陸控輝達涉違反「反壟斷法」　已立案展開,4004,"

ETtoday新聞雲 2024年12月9日 19:41

陸控輝達涉違反「反壟斷法」　已立案展開調查！

記者蔡紹堅／綜合報導

《央視新聞》9日晚間報導，中國大陸市場監管總局認為半導體大廠輝達（NVIDIA）涉違
反「反壟斷法」，已經立案展開調查。


報導指出，近日，因輝達公司涉嫌違反《反壟斷法》及《市場監管總局關於附加限制性條
件批准輝達公司收購邁絡思科技有限公司股權案反壟斷審查決定的公告》，大陸市場監管
總局依法對輝達公司展開立案調查。


早在今年9月，美國司法部就對輝達發出傳票，調查其是否違反反壟斷法。外媒報導指出
，美國的反壟斷機構擔憂，輝達正提高客戶轉向其他供應商的難度，並對多元採用多家AI
晶片的買家進行「懲罰」。


此外，歐盟也傳出在近期對輝達及其他公司發出了調查問卷，詢問輝達的GPU（圖形處理
器）產品是否有任何商業及技術搭售行為。
輝達在GPU領域的市佔率高達84%，以壓倒性的差距領先競爭對手英特爾（Intel）及超微
（AMD）。
https://www.ettoday.net/news/20241209/2870554.htm

"
